Rank,Ligand,Initial_1VYW_Affinity,Mean_Affinity,Median_Affinity,Best_Affinity,Worst_Affinity,SD_Affinity,Successful_Receptors,Receptor,Affinity
111,ligand_7490,-10.6,-9.128,-8.248,-10.99,-7.71,1.549,5,7RWF,-10.99
111,ligand_7490,-10.6,-9.128,-8.248,-10.99,-7.71,1.549,5,5A14,-8.25
111,ligand_7490,-10.6,-9.128,-8.248,-10.99,-7.71,1.549,5,5IF1,-7.71
111,ligand_7490,-10.6,-9.128,-8.248,-10.99,-7.71,1.549,5,1W98,-8.07
112,ligand_4500,-10.2,-9.112,-9.9,-10.64,-6.97,1.614,5,1VYW,-10.22
112,ligand_4500,-10.2,-9.112,-9.9,-10.64,-6.97,1.614,5,7RWF,-10.64
112,ligand_4500,-10.2,-9.112,-9.9,-10.64,-6.97,1.614,5,5A14,-9.9
112,ligand_4500,-10.2,-9.112,-9.9,-10.64,-6.97,1.614,5,5IF1,-6.97
112,ligand_4500,-10.2,-9.112,-9.9,-10.64,-6.97,1.614,5,1W98,-7.83
113,ligand_6415,-10.29,-9.096,-9.674,-10.37,-6.96,1.481,5,1VYW,-10.29
113,ligand_6415,-10.29,-9.096,-9.674,-10.37,-6.96,1.481,5,7RWF,-9.67
113,ligand_6415,-10.29,-9.096,-9.674,-10.37,-6.96,1.481,5,5A14,-10.37
113,ligand_6415,-10.29,-9.096,-9.674,-10.37,-6.96,1.481,5,5IF1,-6.96
113,ligand_6415,-10.29,-9.096,-9.674,-10.37,-6.96,1.481,5,1W98,-8.19
114,ligand_3981,-10.42,-9.096,-8.657,-11.09,-8.03,1.21,5,1VYW,-9.32
114,ligand_3981,-10.42,-9.096,-8.657,-11.09,-8.03,1.21,5,7RWF,-11.09
114,ligand_3981,-10.42,-9.096,-8.657,-11.09,-8.03,1.21,5,5A14,-8.66
114,ligand_3981,-10.42,-9.096,-8.657,-11.09,-8.03,1.21,5,5IF1,-8.03
114,ligand_3981,-10.42,-9.096,-8.657,-11.09,-8.03,1.21,5,1W98,-8.39
115,ligand_2546,-10.43,-9.096,-8.939,-11.03,-6.61,1.786,5,1VYW,-10.58
115,ligand_2546,-10.43,-9.096,-8.939,-11.03,-6.61,1.786,5,7RWF,-6.61
115,ligand_2546,-10.43,-9.096,-8.939,-11.03,-6.61,1.786,5,5A14,-11.03
115,ligand_2546,-10.43,-9.096,-8.939,-11.03,-6.61,1.786,5,5IF1,-8.94
115,ligand_2546,-10.43,-9.096,-8.939,-11.03,-6.61,1.786,5,1W98,-8.32
116,ligand_7476,-11.02,-9.075,-8.875,-10.97,-7.44,1.576,5,1VYW,-10.97
116,ligand_7476,-11.02,-9.075,-8.875,-10.97,-7.44,1.576,5,7RWF,-7.44
116,ligand_7476,-11.02,-9.075,-8.875,-10.97,-7.44,1.576,5,5A14,-10.39
116,ligand_7476,-11.02,-9.075,-8.875,-10.97,-7.44,1.576,5,5IF1,-7.7
116,ligand_7476,-11.02,-9.075,-8.875,-10.97,-7.44,1.576,5,1W98,-8.88
117,ligand_694,-10.3,-9.073,-9.346,-10.28,-7.08,1.358,5,1VYW,-10.26
117,ligand_694,-10.3,-9.073,-9.346,-10.28,-7.08,1.358,5,7RWF,-10.28
117,ligand_694,-10.3,-9.073,-9.346,-10.28,-7.08,1.358,5,5A14,-9.35
117,ligand_694,-10.3,-9.073,-9.346,-10.28,-7.08,1.358,5,5IF1,-7.08
117,ligand_694,-10.3,-9.073,-9.346,-10.28,-7.08,1.358,5,1W98,-8.4
118,ligand_3842,-10.37,-9.07,-9.925,-10.77,-6.72,1.709,5,1VYW,-9.93
118,ligand_3842,-10.37,-9.07,-9.925,-10.77,-6.72,1.709,5,7RWF,-10.77
118,ligand_3842,-10.37,-9.07,-9.925,-10.77,-6.72,1.709,5,5A14,-10.09
118,ligand_3842,-10.37,-9.07,-9.925,-10.77,-6.72,1.709,5,5IF1,-6.72
118,ligand_3842,-10.37,-9.07,-9.925,-10.77,-6.72,1.709,5,1W98,-7.85
119,ligand_1607,-10.15,-9.07,-9.976,-10.53,-6.91,1.642,5,1VYW,-10.22
119,ligand_1607,-10.15,-9.07,-9.976,-10.53,-6.91,1.642,5,7RWF,-9.98
119,ligand_1607,-10.15,-9.07,-9.976,-10.53,-6.91,1.642,5,5A14,-10.53
119,ligand_1607,-10.15,-9.07,-9.976,-10.53,-6.91,1.642,5,5IF1,-6.91
119,ligand_1607,-10.15,-9.07,-9.976,-10.53,-6.91,1.642,5,1W98,-7.71
120,ligand_1214,-10.57,-9.069,-9.128,-10.52,-6.9,1.408,5,1VYW,-10.52
120,ligand_1214,-10.57,-9.069,-9.128,-10.52,-6.9,1.408,5,7RWF,-10.07
120,ligand_1214,-10.57,-9.069,-9.128,-10.52,-6.9,1.408,5,5A14,-9.13
120,ligand_1214,-10.57,-9.069,-9.128,-10.52,-6.9,1.408,5,5IF1,-6.9
120,ligand_1214,-10.57,-9.069,-9.128,-10.52,-6.9,1.408,5,1W98,-8.72
121,ligand_6317,-10.57,-9.068,-8.519,-10.62,-7.42,1.446,5,1VYW,-10.56
121,ligand_6317,-10.57,-9.068,-8.519,-10.62,-7.42,1.446,5,7RWF,-10.62
121,ligand_6317,-10.57,-9.068,-8.519,-10.62,-7.42,1.446,5,5A14,-8.52
121,ligand_6317,-10.57,-9.068,-8.519,-10.62,-7.42,1.446,5,5IF1,-7.42
121,ligand_6317,-10.57,-9.068,-8.519,-10.62,-7.42,1.446,5,1W98,-8.22
122,ligand_660,-10.73,-9.066,-8.924,-10.79,-6.94,1.481,5,1VYW,-10.79
122,ligand_660,-10.73,-9.066,-8.924,-10.79,-6.94,1.481,5,7RWF,-8.92
122,ligand_660,-10.73,-9.066,-8.924,-10.79,-6.94,1.481,5,5A14,-10.09
122,ligand_660,-10.73,-9.066,-8.924,-10.79,-6.94,1.481,5,5IF1,-6.94
122,ligand_660,-10.73,-9.066,-8.924,-10.79,-6.94,1.481,5,1W98,-8.58
123,ligand_443,-10.34,-9.049,-9.292,-10.58,-7.37,1.48,5,1VYW,-10.33
123,ligand_443,-10.34,-9.049,-9.292,-10.58,-7.37,1.48,5,7RWF,-9.29
123,ligand_443,-10.34,-9.049,-9.292,-10.58,-7.37,1.48,5,5A14,-10.58
123,ligand_443,-10.34,-9.049,-9.292,-10.58,-7.37,1.48,5,5IF1,-7.37
123,ligand_443,-10.34,-9.049,-9.292,-10.58,-7.37,1.48,5,1W98,-7.67
124,ligand_3045,-10.2,-9.048,-9.67,-10.16,-7.44,1.168,5,1VYW,-9.67
124,ligand_3045,-10.2,-9.048,-9.67,-10.16,-7.44,1.168,5,7RWF,-10.16
124,ligand_3045,-10.2,-9.048,-9.67,-10.16,-7.44,1.168,5,5A14,-9.77
124,ligand_3045,-10.2,-9.048,-9.67,-10.16,-7.44,1.168,5,5IF1,-7.44
124,ligand_3045,-10.2,-9.048,-9.67,-10.16,-7.44,1.168,5,1W98,-8.2
125,ligand_4587,-10.1,-9.048,-10.09,-10.23,-7.29,1.525,5,1VYW,-10.09
125,ligand_4587,-10.1,-9.048,-10.09,-10.23,-7.29,1.525,5,7RWF,-10.16
125,ligand_4587,-10.1,-9.048,-10.09,-10.23,-7.29,1.525,5,5A14,-10.23
125,ligand_4587,-10.1,-9.048,-10.09,-10.23,-7.29,1.525,5,5IF1,-7.29
125,ligand_4587,-10.1,-9.048,-10.09,-10.23,-7.29,1.525,5,1W98,-7.46
126,ligand_2684,-10.83,-9.04,-8.565,-10.83,-7.35,1.361,5,1VYW,-10.83
126,ligand_2684,-10.83,-9.04,-8.565,-10.83,-7.35,1.361,5,7RWF,-9.95
126,ligand_2684,-10.83,-9.04,-8.565,-10.83,-7.35,1.361,5,5A14,-8.56
126,ligand_2684,-10.83,-9.04,-8.565,-10.83,-7.35,1.361,5,5IF1,-7.35
126,ligand_2684,-10.83,-9.04,-8.565,-10.83,-7.35,1.361,5,1W98,-8.51
127,ligand_4335,-10.26,-9.039,-9.702,-10.57,-6.83,1.625,5,1VYW,-10.25
127,ligand_4335,-10.26,-9.039,-9.702,-10.57,-6.83,1.625,5,7RWF,-9.7
127,ligand_4335,-10.26,-9.039,-9.702,-10.57,-6.83,1.625,5,5A14,-10.57
127,ligand_4335,-10.26,-9.039,-9.702,-10.57,-6.83,1.625,5,5IF1,-6.83
127,ligand_4335,-10.26,-9.039,-9.702,-10.57,-6.83,1.625,5,1W98,-7.85
128,ligand_2845,-10.04,-9.023,-9.668,-10.05,-6.55,1.465,5,1VYW,-10.05
128,ligand_2845,-10.04,-9.023,-9.668,-10.05,-6.55,1.465,5,7RWF,-10.01
128,ligand_2845,-10.04,-9.023,-9.668,-10.05,-6.55,1.465,5,5A14,-9.67
128,ligand_2845,-10.04,-9.023,-9.668,-10.05,-6.55,1.465,5,5IF1,-6.55
128,ligand_2845,-10.04,-9.023,-9.668,-10.05,-6.55,1.465,5,1W98,-8.84
129,ligand_7152,-10.01,-9.018,-9.759,-10.31,-7.05,1.438,5,1VYW,-10.03
129,ligand_7152,-10.01,-9.018,-9.759,-10.31,-7.05,1.438,5,7RWF,-10.31
129,ligand_7152,-10.01,-9.018,-9.759,-10.31,-7.05,1.438,5,5A14,-9.76
129,ligand_7152,-10.01,-9.018,-9.759,-10.31,-7.05,1.438,5,5IF1,-7.05
129,ligand_7152,-10.01,-9.018,-9.759,-10.31,-7.05,1.438,5,1W98,-7.94
130,ligand_5300,-10.13,-9.014,-10.01,-10.15,-7.1,1.501,5,1VYW,-10.15
130,ligand_5300,-10.13,-9.014,-10.01,-10.15,-7.1,1.501,5,7RWF,-10.01
130,ligand_5300,-10.13,-9.014,-10.01,-10.15,-7.1,1.501,5,5A14,-10.14
130,ligand_5300,-10.13,-9.014,-10.01,-10.15,-7.1,1.501,5,5IF1,-7.1
130,ligand_5300,-10.13,-9.014,-10.01,-10.15,-7.1,1.501,5,1W98,-7.67
131,ligand_2656,-10.02,-9.005,-10,-10.36,-7.09,1.618,5,1VYW,-10
131,ligand_2656,-10.02,-9.005,-10,-10.36,-7.09,1.618,5,7RWF,-10.36
131,ligand_2656,-10.02,-9.005,-10,-10.36,-7.09,1.618,5,5A14,-10.18
131,ligand_2656,-10.02,-9.005,-10,-10.36,-7.09,1.618,5,5IF1,-7.39
131,ligand_2656,-10.02,-9.005,-10,-10.36,-7.09,1.618,5,1W98,-7.09
132,ligand_3222,-10.21,-8.989,-9.884,-10.56,-6.42,1.699,5,1VYW,-10.56
132,ligand_3222,-10.21,-8.989,-9.884,-10.56,-6.42,1.699,5,7RWF,-8.12
132,ligand_3222,-10.21,-8.989,-9.884,-10.56,-6.42,1.699,5,5A14,-9.96
132,ligand_3222,-10.21,-8.989,-9.884,-10.56,-6.42,1.699,5,5IF1,-6.42
132,ligand_3222,-10.21,-8.989,-9.884,-10.56,-6.42,1.699,5,1W98,-9.88
133,ligand_4798,-10.22,-8.985,-9.605,-10.17,-7.09,1.342,5,1VYW,-10.17
133,ligand_4798,-10.22,-8.985,-9.605,-10.17,-7.09,1.342,5,7RWF,-9.98
133,ligand_4798,-10.22,-8.985,-9.605,-10.17,-7.09,1.342,5,5A14,-9.61
133,ligand_4798,-10.22,-8.985,-9.605,-10.17,-7.09,1.342,5,5IF1,-7.09
133,ligand_4798,-10.22,-8.985,-9.605,-10.17,-7.09,1.342,5,1W98,-8.08
134,ligand_4128,-10.11,-8.981,-9.177,-10.14,-7.89,1.028,5,1VYW,-9.75
134,ligand_4128,-10.11,-8.981,-9.177,-10.14,-7.89,1.028,5,7RWF,-10.14
134,ligand_4128,-10.11,-8.981,-9.177,-10.14,-7.89,1.028,5,5A14,-9.18
134,ligand_4128,-10.11,-8.981,-9.177,-10.14,-7.89,1.028,5,5IF1,-7.89
134,ligand_4128,-10.11,-8.981,-9.177,-10.14,-7.89,1.028,5,1W98,-7.95
135,ligand_2857,-10.19,-8.973,-9.277,-10.16,-7.32,1.237,5,1VYW,-10.16
135,ligand_2857,-10.19,-8.973,-9.277,-10.16,-7.32,1.237,5,7RWF,-10.02
135,ligand_2857,-10.19,-8.973,-9.277,-10.16,-7.32,1.237,5,5A14,-9.28
135,ligand_2857,-10.19,-8.973,-9.277,-10.16,-7.32,1.237,5,5IF1,-7.32
135,ligand_2857,-10.19,-8.973,-9.277,-10.16,-7.32,1.237,5,1W98,-8.09
136,ligand_4095,-11.19,-8.969,-8.287,-11.21,-7.37,1.542,5,1VYW,-11.21
136,ligand_4095,-11.19,-8.969,-8.287,-11.21,-7.37,1.542,5,7RWF,-9.85
136,ligand_4095,-11.19,-8.969,-8.287,-11.21,-7.37,1.542,5,5A14,-8.13
136,ligand_4095,-11.19,-8.969,-8.287,-11.21,-7.37,1.542,5,5IF1,-7.37
136,ligand_4095,-11.19,-8.969,-8.287,-11.21,-7.37,1.542,5,1W98,-8.29
137,ligand_2643,-10.01,-8.968,-8.651,-10.28,-7.14,1.321,5,1VYW,-10.28
137,ligand_2643,-10.01,-8.968,-8.651,-10.28,-7.14,1.321,5,7RWF,-8.65
137,ligand_2643,-10.01,-8.968,-8.651,-10.28,-7.14,1.321,5,5A14,-10.24
137,ligand_2643,-10.01,-8.968,-8.651,-10.28,-7.14,1.321,5,5IF1,-7.14
137,ligand_2643,-10.01,-8.968,-8.651,-10.28,-7.14,1.321,5,1W98,-8.53
138,ligand_4805,-11.12,-8.967,-9.197,-11.12,-7.4,1.451,5,1VYW,-11.12
138,ligand_4805,-11.12,-8.967,-9.197,-11.12,-7.4,1.451,5,7RWF,-7.4
138,ligand_4805,-11.12,-8.967,-9.197,-11.12,-7.4,1.451,5,5A14,-9.2
138,ligand_4805,-11.12,-8.967,-9.197,-11.12,-7.4,1.451,5,5IF1,-7.86
138,ligand_4805,-11.12,-8.967,-9.197,-11.12,-7.4,1.451,5,1W98,-9.25
139,ligand_6094,-10.35,-8.965,-8.357,-11.09,-7.5,1.57,5,1VYW,-10.13
139,ligand_6094,-10.35,-8.965,-8.357,-11.09,-7.5,1.57,5,7RWF,-8.36
139,ligand_6094,-10.35,-8.965,-8.357,-11.09,-7.5,1.57,5,5A14,-11.09
139,ligand_6094,-10.35,-8.965,-8.357,-11.09,-7.5,1.57,5,5IF1,-7.5
139,ligand_6094,-10.35,-8.965,-8.357,-11.09,-7.5,1.57,5,1W98,-7.75
140,ligand_2924,-10.25,-8.954,-9.867,-10.03,-6.88,1.445,5,1VYW,-9.87
140,ligand_2924,-10.25,-8.954,-9.867,-10.03,-6.88,1.445,5,7RWF,-10.03
140,ligand_2924,-10.25,-8.954,-9.867,-10.03,-6.88,1.445,5,5A14,-10.01
140,ligand_2924,-10.25,-8.954,-9.867,-10.03,-6.88,1.445,5,5IF1,-6.88
140,ligand_2924,-10.25,-8.954,-9.867,-10.03,-6.88,1.445,5,1W98,-7.98
141,ligand_4379,-10.17,-8.952,-10.14,-10.55,-6.29,2.023,5,1VYW,-10.14
141,ligand_4379,-10.17,-8.952,-10.14,-10.55,-6.29,2.023,5,7RWF,-10.52
141,ligand_4379,-10.17,-8.952,-10.14,-10.55,-6.29,2.023,5,5A14,-10.55
141,ligand_4379,-10.17,-8.952,-10.14,-10.55,-6.29,2.023,5,5IF1,-6.29
141,ligand_4379,-10.17,-8.952,-10.14,-10.55,-6.29,2.023,5,1W98,-7.26
142,ligand_6159,-10.13,-8.947,-9.53,-10.21,-7.43,1.184,5,1VYW,-10.21
142,ligand_6159,-10.13,-8.947,-9.53,-10.21,-7.43,1.184,5,7RWF,-9.59
142,ligand_6159,-10.13,-8.947,-9.53,-10.21,-7.43,1.184,5,5A14,-9.53
142,ligand_6159,-10.13,-8.947,-9.53,-10.21,-7.43,1.184,5,5IF1,-7.43
142,ligand_6159,-10.13,-8.947,-9.53,-10.21,-7.43,1.184,5,1W98,-7.97
143,ligand_3169,-10.65,-8.944,-8.129,-11.1,-7.18,1.809,5,1VYW,-10.67
143,ligand_3169,-10.65,-8.944,-8.129,-11.1,-7.18,1.809,5,7RWF,-11.1
143,ligand_3169,-10.65,-8.944,-8.129,-11.1,-7.18,1.809,5,5A14,-7.64
143,ligand_3169,-10.65,-8.944,-8.129,-11.1,-7.18,1.809,5,5IF1,-7.18
143,ligand_3169,-10.65,-8.944,-8.129,-11.1,-7.18,1.809,5,1W98,-8.13
144,ligand_4893,-11.69,-8.941,-8.429,-11.75,-7.52,1.661,5,1VYW,-11.75
144,ligand_4893,-11.69,-8.941,-8.429,-11.75,-7.52,1.661,5,7RWF,-7.52
144,ligand_4893,-11.69,-8.941,-8.429,-11.75,-7.52,1.661,5,5A14,-8.99
144,ligand_4893,-11.69,-8.941,-8.429,-11.75,-7.52,1.661,5,5IF1,-8.01
144,ligand_4893,-11.69,-8.941,-8.429,-11.75,-7.52,1.661,5,1W98,-8.43
145,ligand_3425,-10.29,-8.938,-9.961,-10.4,-6.55,1.805,5,1VYW,-10.33
145,ligand_3425,-10.29,-8.938,-9.961,-10.4,-6.55,1.805,5,7RWF,-10.4
145,ligand_3425,-10.29,-8.938,-9.961,-10.4,-6.55,1.805,5,5A14,-9.96
145,ligand_3425,-10.29,-8.938,-9.961,-10.4,-6.55,1.805,5,5IF1,-6.55
145,ligand_3425,-10.29,-8.938,-9.961,-10.4,-6.55,1.805,5,1W98,-7.45
146,ligand_5908,-10.17,-8.921,-9.974,-10.15,-6.19,1.74,5,1VYW,-10.13
146,ligand_5908,-10.17,-8.921,-9.974,-10.15,-6.19,1.74,5,7RWF,-10.15
146,ligand_5908,-10.17,-8.921,-9.974,-10.15,-6.19,1.74,5,5A14,-9.97
146,ligand_5908,-10.17,-8.921,-9.974,-10.15,-6.19,1.74,5,5IF1,-6.19
146,ligand_5908,-10.17,-8.921,-9.974,-10.15,-6.19,1.74,5,1W98,-8.16
147,ligand_1016,-10.6,-8.908,-8.672,-10.58,-7.85,1.11,5,1VYW,-10.58
147,ligand_1016,-10.6,-8.908,-8.672,-10.58,-7.85,1.11,5,7RWF,-8.06
147,ligand_1016,-10.6,-8.908,-8.672,-10.58,-7.85,1.11,5,5A14,-8.67
147,ligand_1016,-10.6,-8.908,-8.672,-10.58,-7.85,1.11,5,5IF1,-7.85
147,ligand_1016,-10.6,-8.908,-8.672,-10.58,-7.85,1.11,5,1W98,-9.38
148,ligand_6833,-10.09,-8.905,-8.522,-10.87,-6.84,1.698,5,1VYW,-10.87
148,ligand_6833,-10.09,-8.905,-8.522,-10.87,-6.84,1.698,5,7RWF,-8.52
148,ligand_6833,-10.09,-8.905,-8.522,-10.87,-6.84,1.698,5,5A14,-10.4
148,ligand_6833,-10.09,-8.905,-8.522,-10.87,-6.84,1.698,5,5IF1,-6.84
148,ligand_6833,-10.09,-8.905,-8.522,-10.87,-6.84,1.698,5,1W98,-7.9
149,ligand_1930,-10.91,-8.903,-8.499,-10.92,-8.09,1.166,5,1VYW,-10.92
149,ligand_1930,-10.91,-8.903,-8.499,-10.92,-8.09,1.166,5,7RWF,-8.09
149,ligand_1930,-10.91,-8.903,-8.499,-10.92,-8.09,1.166,5,5A14,-8.5
149,ligand_1930,-10.91,-8.903,-8.499,-10.92,-8.09,1.166,5,5IF1,-8.17
149,ligand_1930,-10.91,-8.903,-8.499,-10.92,-8.09,1.166,5,1W98,-8.84
150,ligand_5138,-10.11,-8.866,-9.22,-10.42,-7.05,1.457,5,1VYW,-9.97
150,ligand_5138,-10.11,-8.866,-9.22,-10.42,-7.05,1.457,5,7RWF,-9.22
150,ligand_5138,-10.11,-8.866,-9.22,-10.42,-7.05,1.457,5,5A14,-10.42
150,ligand_5138,-10.11,-8.866,-9.22,-10.42,-7.05,1.457,5,5IF1,-7.05
150,ligand_5138,-10.11,-8.866,-9.22,-10.42,-7.05,1.457,5,1W98,-7.67
151,ligand_7449,-10.11,-8.861,-7.996,-11.29,-7.28,1.748,5,1VYW,-10.11
151,ligand_7449,-10.11,-8.861,-7.996,-11.29,-7.28,1.748,5,7RWF,-11.29
151,ligand_7449,-10.11,-8.861,-7.996,-11.29,-7.28,1.748,5,5A14,-8
151,ligand_7449,-10.11,-8.861,-7.996,-11.29,-7.28,1.748,5,5IF1,-7.28
151,ligand_7449,-10.11,-8.861,-7.996,-11.29,-7.28,1.748,5,1W98,-7.62
152,ligand_7237,-10.2,-8.845,-10.03,-10.19,-6.84,1.734,5,1VYW,-10.19
152,ligand_7237,-10.2,-8.845,-10.03,-10.19,-6.84,1.734,5,7RWF,-10.11
152,ligand_7237,-10.2,-8.845,-10.03,-10.19,-6.84,1.734,5,5A14,-10.03
152,ligand_7237,-10.2,-8.845,-10.03,-10.19,-6.84,1.734,5,5IF1,-6.84
152,ligand_7237,-10.2,-8.845,-10.03,-10.19,-6.84,1.734,5,1W98,-7.05
153,ligand_3156,-10.04,-8.824,-9.213,-10.05,-7.33,1.333,5,1VYW,-10.03
153,ligand_3156,-10.04,-8.824,-9.213,-10.05,-7.33,1.333,5,7RWF,-10.05
153,ligand_3156,-10.04,-8.824,-9.213,-10.05,-7.33,1.333,5,5A14,-9.21
153,ligand_3156,-10.04,-8.824,-9.213,-10.05,-7.33,1.333,5,5IF1,-7.33
153,ligand_3156,-10.04,-8.824,-9.213,-10.05,-7.33,1.333,5,1W98,-7.49
154,ligand_528,-11.33,-8.806,-8.173,-11.34,-7.47,1.535,5,1VYW,-11.34
154,ligand_528,-11.33,-8.806,-8.173,-11.34,-7.47,1.535,5,7RWF,-9.1
154,ligand_528,-11.33,-8.806,-8.173,-11.34,-7.47,1.535,5,5A14,-8.17
154,ligand_528,-11.33,-8.806,-8.173,-11.34,-7.47,1.535,5,5IF1,-7.47
154,ligand_528,-11.33,-8.806,-8.173,-11.34,-7.47,1.535,5,1W98,-7.95
155,ligand_5722,-10.07,-8.797,-8.477,-10.17,-7.18,1.258,5,1VYW,-10.17
155,ligand_5722,-10.07,-8.797,-8.477,-10.17,-7.18,1.258,5,7RWF,-9.96
155,ligand_5722,-10.07,-8.797,-8.477,-10.17,-7.18,1.258,5,5A14,-8.48
155,ligand_5722,-10.07,-8.797,-8.477,-10.17,-7.18,1.258,5,5IF1,-7.18
155,ligand_5722,-10.07,-8.797,-8.477,-10.17,-7.18,1.258,5,1W98,-8.19
156,ligand_5162,-10.02,-8.775,-10.06,-10.76,-5.93,2.32,5,1VYW,-10.06
156,ligand_5162,-10.02,-8.775,-10.06,-10.76,-5.93,2.32,5,7RWF,-10.53
156,ligand_5162,-10.02,-8.775,-10.06,-10.76,-5.93,2.32,5,5A14,-10.76
156,ligand_5162,-10.02,-8.775,-10.06,-10.76,-5.93,2.32,5,5IF1,-5.93
156,ligand_5162,-10.02,-8.775,-10.06,-10.76,-5.93,2.32,5,1W98,-6.59
157,ligand_5949,-10.8,-8.76,-8.297,-10.81,-7.63,1.278,5,1VYW,-10.81
157,ligand_5949,-10.8,-8.76,-8.297,-10.81,-7.63,1.278,5,7RWF,-9.14
157,ligand_5949,-10.8,-8.76,-8.297,-10.81,-7.63,1.278,5,5A14,-8.3
157,ligand_5949,-10.8,-8.76,-8.297,-10.81,-7.63,1.278,5,5IF1,-7.63
157,ligand_5949,-10.8,-8.76,-8.297,-10.81,-7.63,1.278,5,1W98,-7.92
158,ligand_6654,-10.43,-8.75,-8.395,-10.42,-7.14,1.413,5,1VYW,-10.42
158,ligand_6654,-10.43,-8.75,-8.395,-10.42,-7.14,1.413,5,7RWF,-8.39
158,ligand_6654,-10.43,-8.75,-8.395,-10.42,-7.14,1.413,5,5A14,-10
158,ligand_6654,-10.43,-8.75,-8.395,-10.42,-7.14,1.413,5,5IF1,-7.14
158,ligand_6654,-10.43,-8.75,-8.395,-10.42,-7.14,1.413,5,1W98,-7.8
159,ligand_1983,-10.41,-8.748,-7.958,-10.97,-7.16,1.806,5,1VYW,-10.4
159,ligand_1983,-10.41,-8.748,-7.958,-10.97,-7.16,1.806,5,7RWF,-10.97
159,ligand_1983,-10.41,-8.748,-7.958,-10.97,-7.16,1.806,5,5A14,-7.96
159,ligand_1983,-10.41,-8.748,-7.958,-10.97,-7.16,1.806,5,5IF1,-7.16
159,ligand_1983,-10.41,-8.748,-7.958,-10.97,-7.16,1.806,5,1W98,-7.25
160,ligand_5468,-10.19,-8.718,-8.306,-11.32,-6.33,1.835,5,1VYW,-9.46
160,ligand_5468,-10.19,-8.718,-8.306,-11.32,-6.33,1.835,5,7RWF,-6.33
160,ligand_5468,-10.19,-8.718,-8.306,-11.32,-6.33,1.835,5,5A14,-11.32
160,ligand_5468,-10.19,-8.718,-8.306,-11.32,-6.33,1.835,5,5IF1,-8.31
160,ligand_5468,-10.19,-8.718,-8.306,-11.32,-6.33,1.835,5,1W98,-8.17
161,ligand_7026,-10.4,-8.698,-8.631,-10.42,-7.19,1.461,5,1VYW,-10.42
161,ligand_7026,-10.4,-8.698,-8.631,-10.42,-7.19,1.461,5,7RWF,-9.9
161,ligand_7026,-10.4,-8.698,-8.631,-10.42,-7.19,1.461,5,5A14,-8.63
161,ligand_7026,-10.4,-8.698,-8.631,-10.42,-7.19,1.461,5,5IF1,-7.34
161,ligand_7026,-10.4,-8.698,-8.631,-10.42,-7.19,1.461,5,1W98,-7.19
162,ligand_3416,-10.1,-8.681,-8.686,-10.24,-6.96,1.495,5,1VYW,-10.09
162,ligand_3416,-10.1,-8.681,-8.686,-10.24,-6.96,1.495,5,7RWF,-10.24
162,ligand_3416,-10.1,-8.681,-8.686,-10.24,-6.96,1.495,5,5A14,-8.69
162,ligand_3416,-10.1,-8.681,-8.686,-10.24,-6.96,1.495,5,5IF1,-6.96
162,ligand_3416,-10.1,-8.681,-8.686,-10.24,-6.96,1.495,5,1W98,-7.42
163,ligand_792,-10.87,-8.678,-8.339,-10.86,-7.18,1.467,5,1VYW,-10.86
163,ligand_792,-10.87,-8.678,-8.339,-10.86,-7.18,1.467,5,7RWF,-7.18
163,ligand_792,-10.87,-8.678,-8.339,-10.86,-7.18,1.467,5,5A14,-9.35
163,ligand_792,-10.87,-8.678,-8.339,-10.86,-7.18,1.467,5,5IF1,-7.66
163,ligand_792,-10.87,-8.678,-8.339,-10.86,-7.18,1.467,5,1W98,-8.34
164,ligand_1269,-10.62,-8.655,-8.05,-10.63,-7.45,1.283,5,1VYW,-10.63
164,ligand_1269,-10.62,-8.655,-8.05,-10.63,-7.45,1.283,5,7RWF,-7.45
164,ligand_1269,-10.62,-8.655,-8.05,-10.63,-7.45,1.283,5,5A14,-8.05
164,ligand_1269,-10.62,-8.655,-8.05,-10.63,-7.45,1.283,5,5IF1,-7.92
164,ligand_1269,-10.62,-8.655,-8.05,-10.63,-7.45,1.283,5,1W98,-9.22
165,ligand_1876,-10.35,-8.652,-8.306,-10.35,-7.55,1.058,5,1VYW,-10.35
165,ligand_1876,-10.35,-8.652,-8.306,-10.35,-7.55,1.058,5,7RWF,-8.31
165,ligand_1876,-10.35,-8.652,-8.306,-10.35,-7.55,1.058,5,5A14,-8.87
165,ligand_1876,-10.35,-8.652,-8.306,-10.35,-7.55,1.058,5,5IF1,-7.55
165,ligand_1876,-10.35,-8.652,-8.306,-10.35,-7.55,1.058,5,1W98,-8.19
166,ligand_677,-10.65,-8.644,-8.589,-10.64,-7.22,1.271,5,1VYW,-10.64
166,ligand_677,-10.65,-8.644,-8.589,-10.64,-7.22,1.271,5,7RWF,-8.59
166,ligand_677,-10.65,-8.644,-8.589,-10.64,-7.22,1.271,5,5A14,-8.78
166,ligand_677,-10.65,-8.644,-8.589,-10.64,-7.22,1.271,5,5IF1,-7.99
166,ligand_677,-10.65,-8.644,-8.589,-10.64,-7.22,1.271,5,1W98,-7.22
167,ligand_5194,-11,-8.638,-8.167,-11.02,-7.5,1.371,5,1VYW,-11.02
167,ligand_5194,-11,-8.638,-8.167,-11.02,-7.5,1.371,5,7RWF,-7.5
