Rank,Ligand,Initial_1VYW_Affinity,Mean_Affinity,Median_Affinity,Best_Affinity,Worst_Affinity,SD_Affinity,Successful_Receptors,Receptor,Affinity
55,ligand_2780,-10.14,-9.38,-10.02,-11.77,-7.42,1.861,5,7RWF,-11.77
55,ligand_2780,-10.14,-9.38,-10.02,-11.77,-7.42,1.861,5,5A14,-10.13
55,ligand_2780,-10.14,-9.38,-10.02,-11.77,-7.42,1.861,5,5IF1,-7.42
55,ligand_2780,-10.14,-9.38,-10.02,-11.77,-7.42,1.861,5,1W98,-7.56
56,ligand_6098,-10.35,-9.365,-9.995,-10.36,-7.96,1.184,5,1VYW,-10.31
56,ligand_6098,-10.35,-9.365,-9.995,-10.36,-7.96,1.184,5,7RWF,-10.36
56,ligand_6098,-10.35,-9.365,-9.995,-10.36,-7.96,1.184,5,5A14,-9.99
56,ligand_6098,-10.35,-9.365,-9.995,-10.36,-7.96,1.184,5,5IF1,-8.2
56,ligand_6098,-10.35,-9.365,-9.995,-10.36,-7.96,1.184,5,1W98,-7.96
57,ligand_1542,-10.51,-9.36,-9.181,-12.53,-7.21,2.064,5,1VYW,-9.94
57,ligand_1542,-10.51,-9.36,-9.181,-12.53,-7.21,2.064,5,7RWF,-7.95
57,ligand_1542,-10.51,-9.36,-9.181,-12.53,-7.21,2.064,5,5A14,-12.53
57,ligand_1542,-10.51,-9.36,-9.181,-12.53,-7.21,2.064,5,5IF1,-9.18
57,ligand_1542,-10.51,-9.36,-9.181,-12.53,-7.21,2.064,5,1W98,-7.21
58,ligand_6004,-10.93,-9.344,-8.754,-11.1,-7.58,1.58,5,1VYW,-10.92
58,ligand_6004,-10.93,-9.344,-8.754,-11.1,-7.58,1.58,5,7RWF,-11.1
58,ligand_6004,-10.93,-9.344,-8.754,-11.1,-7.58,1.58,5,5A14,-8.75
58,ligand_6004,-10.93,-9.344,-8.754,-11.1,-7.58,1.58,5,5IF1,-7.58
58,ligand_6004,-10.93,-9.344,-8.754,-11.1,-7.58,1.58,5,1W98,-8.37
59,ligand_65,-10.1,-9.341,-9.717,-10.31,-7.99,0.982,5,1VYW,-10.03
59,ligand_65,-10.1,-9.341,-9.717,-10.31,-7.99,0.982,5,7RWF,-9.72
59,ligand_65,-10.1,-9.341,-9.717,-10.31,-7.99,0.982,5,5A14,-10.31
59,ligand_65,-10.1,-9.341,-9.717,-10.31,-7.99,0.982,5,5IF1,-7.99
59,ligand_65,-10.1,-9.341,-9.717,-10.31,-7.99,0.982,5,1W98,-8.66
60,ligand_2398,-10.41,-9.337,-10.34,-10.78,-7.11,1.655,5,1VYW,-10.34
60,ligand_2398,-10.41,-9.337,-10.34,-10.78,-7.11,1.655,5,7RWF,-10.43
60,ligand_2398,-10.41,-9.337,-10.34,-10.78,-7.11,1.655,5,5A14,-10.78
60,ligand_2398,-10.41,-9.337,-10.34,-10.78,-7.11,1.655,5,5IF1,-7.11
60,ligand_2398,-10.41,-9.337,-10.34,-10.78,-7.11,1.655,5,1W98,-8.02
61,ligand_3851,-11.17,-9.337,-9.634,-11.26,-7.93,1.354,5,1VYW,-11.26
61,ligand_3851,-11.17,-9.337,-9.634,-11.26,-7.93,1.354,5,7RWF,-9.72
61,ligand_3851,-11.17,-9.337,-9.634,-11.26,-7.93,1.354,5,5A14,-9.63
61,ligand_3851,-11.17,-9.337,-9.634,-11.26,-7.93,1.354,5,5IF1,-8.14
61,ligand_3851,-11.17,-9.337,-9.634,-11.26,-7.93,1.354,5,1W98,-7.93
62,ligand_4262,-10.09,-9.335,-10.15,-10.99,-6.9,1.682,5,1VYW,-10.15
62,ligand_4262,-10.09,-9.335,-10.15,-10.99,-6.9,1.682,5,7RWF,-10.99
62,ligand_4262,-10.09,-9.335,-10.15,-10.99,-6.9,1.682,5,5A14,-10.31
62,ligand_4262,-10.09,-9.335,-10.15,-10.99,-6.9,1.682,5,5IF1,-6.9
62,ligand_4262,-10.09,-9.335,-10.15,-10.99,-6.9,1.682,5,1W98,-8.33
63,ligand_2664,-10.69,-9.332,-10.44,-10.73,-7.02,1.751,5,1VYW,-10.6
63,ligand_2664,-10.69,-9.332,-10.44,-10.73,-7.02,1.751,5,7RWF,-10.73
63,ligand_2664,-10.69,-9.332,-10.44,-10.73,-7.02,1.751,5,5A14,-10.44
63,ligand_2664,-10.69,-9.332,-10.44,-10.73,-7.02,1.751,5,5IF1,-7.02
63,ligand_2664,-10.69,-9.332,-10.44,-10.73,-7.02,1.751,5,1W98,-7.87
64,ligand_7155,-10.2,-9.331,-10.15,-10.59,-7.04,1.552,5,1VYW,-10.15
64,ligand_7155,-10.2,-9.331,-10.15,-10.59,-7.04,1.552,5,7RWF,-10.59
64,ligand_7155,-10.2,-9.331,-10.15,-10.59,-7.04,1.552,5,5A14,-10.46
64,ligand_7155,-10.2,-9.331,-10.15,-10.59,-7.04,1.552,5,5IF1,-7.04
64,ligand_7155,-10.2,-9.331,-10.15,-10.59,-7.04,1.552,5,1W98,-8.42
65,ligand_5729,-10.31,-9.323,-10.33,-10.74,-7.18,1.692,5,1VYW,-10.33
65,ligand_5729,-10.31,-9.323,-10.33,-10.74,-7.18,1.692,5,7RWF,-10.74
65,ligand_5729,-10.31,-9.323,-10.33,-10.74,-7.18,1.692,5,5A14,-10.56
65,ligand_5729,-10.31,-9.323,-10.33,-10.74,-7.18,1.692,5,5IF1,-7.18
65,ligand_5729,-10.31,-9.323,-10.33,-10.74,-7.18,1.692,5,1W98,-7.8
66,ligand_2615,-10.77,-9.323,-9.926,-10.28,-6.75,1.463,5,1VYW,-9.93
66,ligand_2615,-10.77,-9.323,-9.926,-10.28,-6.75,1.463,5,7RWF,-10.11
66,ligand_2615,-10.77,-9.323,-9.926,-10.28,-6.75,1.463,5,5A14,-10.28
66,ligand_2615,-10.77,-9.323,-9.926,-10.28,-6.75,1.463,5,5IF1,-6.75
66,ligand_2615,-10.77,-9.323,-9.926,-10.28,-6.75,1.463,5,1W98,-9.55
67,ligand_3957,-10.74,-9.321,-9.109,-10.78,-8.19,0.96,5,1VYW,-10.78
67,ligand_3957,-10.74,-9.321,-9.109,-10.78,-8.19,0.96,5,7RWF,-9.6
67,ligand_3957,-10.74,-9.321,-9.109,-10.78,-8.19,0.96,5,5A14,-9.11
67,ligand_3957,-10.74,-9.321,-9.109,-10.78,-8.19,0.96,5,5IF1,-8.19
67,ligand_3957,-10.74,-9.321,-9.109,-10.78,-8.19,0.96,5,1W98,-8.93
68,ligand_3391,-10.05,-9.319,-10.06,-11.18,-7.25,1.66,5,1VYW,-10.06
68,ligand_3391,-10.05,-9.319,-10.06,-11.18,-7.25,1.66,5,7RWF,-11.18
68,ligand_3391,-10.05,-9.319,-10.06,-11.18,-7.25,1.66,5,5A14,-10.19
68,ligand_3391,-10.05,-9.319,-10.06,-11.18,-7.25,1.66,5,5IF1,-7.25
68,ligand_3391,-10.05,-9.319,-10.06,-11.18,-7.25,1.66,5,1W98,-7.92
69,ligand_6813,-10.29,-9.318,-9.651,-10.54,-7.89,1.216,5,1VYW,-10.32
69,ligand_6813,-10.29,-9.318,-9.651,-10.54,-7.89,1.216,5,7RWF,-10.54
69,ligand_6813,-10.29,-9.318,-9.651,-10.54,-7.89,1.216,5,5A14,-9.65
69,ligand_6813,-10.29,-9.318,-9.651,-10.54,-7.89,1.216,5,5IF1,-7.89
69,ligand_6813,-10.29,-9.318,-9.651,-10.54,-7.89,1.216,5,1W98,-8.18
70,ligand_4832,-10.28,-9.317,-8.974,-10.88,-8.22,1.199,5,1VYW,-10.25
70,ligand_4832,-10.28,-9.317,-8.974,-10.88,-8.22,1.199,5,7RWF,-10.88
70,ligand_4832,-10.28,-9.317,-8.974,-10.88,-8.22,1.199,5,5A14,-8.97
70,ligand_4832,-10.28,-9.317,-8.974,-10.88,-8.22,1.199,5,5IF1,-8.22
70,ligand_4832,-10.28,-9.317,-8.974,-10.88,-8.22,1.199,5,1W98,-8.26
71,ligand_3332,-10.55,-9.311,-9.673,-10.71,-7.59,1.386,5,1VYW,-10.44
71,ligand_3332,-10.55,-9.311,-9.673,-10.71,-7.59,1.386,5,7RWF,-10.71
71,ligand_3332,-10.55,-9.311,-9.673,-10.71,-7.59,1.386,5,5A14,-9.67
71,ligand_3332,-10.55,-9.311,-9.673,-10.71,-7.59,1.386,5,5IF1,-7.59
71,ligand_3332,-10.55,-9.311,-9.673,-10.71,-7.59,1.386,5,1W98,-8.14
72,ligand_973,-11.44,-9.3,-9.136,-11.21,-7.89,1.203,5,1VYW,-11.21
72,ligand_973,-11.44,-9.3,-9.136,-11.21,-7.89,1.203,5,7RWF,-8.94
72,ligand_973,-11.44,-9.3,-9.136,-11.21,-7.89,1.203,5,5A14,-9.14
72,ligand_973,-11.44,-9.3,-9.136,-11.21,-7.89,1.203,5,5IF1,-7.89
72,ligand_973,-11.44,-9.3,-9.136,-11.21,-7.89,1.203,5,1W98,-9.32
73,ligand_6608,-11.45,-9.299,-9.025,-11.45,-7.74,1.437,5,1VYW,-11.45
73,ligand_6608,-11.45,-9.299,-9.025,-11.45,-7.74,1.437,5,7RWF,-9.87
73,ligand_6608,-11.45,-9.299,-9.025,-11.45,-7.74,1.437,5,5A14,-9.03
73,ligand_6608,-11.45,-9.299,-9.025,-11.45,-7.74,1.437,5,5IF1,-7.74
73,ligand_6608,-11.45,-9.299,-9.025,-11.45,-7.74,1.437,5,1W98,-8.41
74,ligand_5813,-10.16,-9.298,-10.18,-10.54,-7.01,1.525,5,1VYW,-10.31
74,ligand_5813,-10.16,-9.298,-10.18,-10.54,-7.01,1.525,5,7RWF,-10.18
74,ligand_5813,-10.16,-9.298,-10.18,-10.54,-7.01,1.525,5,5A14,-10.54
74,ligand_5813,-10.16,-9.298,-10.18,-10.54,-7.01,1.525,5,5IF1,-7.01
74,ligand_5813,-10.16,-9.298,-10.18,-10.54,-7.01,1.525,5,1W98,-8.45
75,ligand_6718,-10.41,-9.297,-10.11,-10.51,-7.24,1.481,5,1VYW,-10.51
75,ligand_6718,-10.41,-9.297,-10.11,-10.51,-7.24,1.481,5,7RWF,-10.11
75,ligand_6718,-10.41,-9.297,-10.11,-10.51,-7.24,1.481,5,5A14,-10.41
75,ligand_6718,-10.41,-9.297,-10.11,-10.51,-7.24,1.481,5,5IF1,-7.24
75,ligand_6718,-10.41,-9.297,-10.11,-10.51,-7.24,1.481,5,1W98,-8.22
76,ligand_1165,-10.53,-9.292,-10.35,-10.54,-7.32,1.601,5,1VYW,-10.54
76,ligand_1165,-10.53,-9.292,-10.35,-10.54,-7.32,1.601,5,7RWF,-10.47
76,ligand_1165,-10.53,-9.292,-10.35,-10.54,-7.32,1.601,5,5A14,-10.35
76,ligand_1165,-10.53,-9.292,-10.35,-10.54,-7.32,1.601,5,5IF1,-7.32
76,ligand_1165,-10.53,-9.292,-10.35,-10.54,-7.32,1.601,5,1W98,-7.78
77,ligand_6143,-10.34,-9.289,-8.697,-11.17,-7.82,1.431,5,1VYW,-10.41
77,ligand_6143,-10.34,-9.289,-8.697,-11.17,-7.82,1.431,5,7RWF,-11.17
77,ligand_6143,-10.34,-9.289,-8.697,-11.17,-7.82,1.431,5,5A14,-8.7
77,ligand_6143,-10.34,-9.289,-8.697,-11.17,-7.82,1.431,5,5IF1,-7.82
77,ligand_6143,-10.34,-9.289,-8.697,-11.17,-7.82,1.431,5,1W98,-8.35
78,ligand_1869,-10.12,-9.288,-10.03,-10.11,-7.31,1.214,5,1VYW,-10.11
78,ligand_1869,-10.12,-9.288,-10.03,-10.11,-7.31,1.214,5,7RWF,-10.03
78,ligand_1869,-10.12,-9.288,-10.03,-10.11,-7.31,1.214,5,5A14,-10.07
78,ligand_1869,-10.12,-9.288,-10.03,-10.11,-7.31,1.214,5,5IF1,-7.31
78,ligand_1869,-10.12,-9.288,-10.03,-10.11,-7.31,1.214,5,1W98,-8.92
79,ligand_4275,-10.5,-9.276,-10.07,-10.51,-7.22,1.465,5,1VYW,-10.51
79,ligand_4275,-10.5,-9.276,-10.07,-10.51,-7.22,1.465,5,7RWF,-10.07
79,ligand_4275,-10.5,-9.276,-10.07,-10.51,-7.22,1.465,5,5A14,-10.34
79,ligand_4275,-10.5,-9.276,-10.07,-10.51,-7.22,1.465,5,5IF1,-7.22
79,ligand_4275,-10.5,-9.276,-10.07,-10.51,-7.22,1.465,5,1W98,-8.24
80,ligand_5542,-10.96,-9.269,-9.181,-10.95,-7.79,1.242,5,1VYW,-10.95
80,ligand_5542,-10.96,-9.269,-9.181,-10.95,-7.79,1.242,5,7RWF,-9.97
80,ligand_5542,-10.96,-9.269,-9.181,-10.95,-7.79,1.242,5,5A14,-9.18
80,ligand_5542,-10.96,-9.269,-9.181,-10.95,-7.79,1.242,5,5IF1,-7.79
80,ligand_5542,-10.96,-9.269,-9.181,-10.95,-7.79,1.242,5,1W98,-8.45
81,ligand_7151,-10.04,-9.267,-9.934,-10.59,-7.27,1.389,5,1VYW,-10.15
81,ligand_7151,-10.04,-9.267,-9.934,-10.59,-7.27,1.389,5,7RWF,-10.59
81,ligand_7151,-10.04,-9.267,-9.934,-10.59,-7.27,1.389,5,5A14,-9.93
81,ligand_7151,-10.04,-9.267,-9.934,-10.59,-7.27,1.389,5,5IF1,-7.27
81,ligand_7151,-10.04,-9.267,-9.934,-10.59,-7.27,1.389,5,1W98,-8.39
82,ligand_4848,-10.39,-9.267,-10.15,-10.44,-6.62,1.644,5,1VYW,-10.44
82,ligand_4848,-10.39,-9.267,-10.15,-10.44,-6.62,1.644,5,7RWF,-10.42
82,ligand_4848,-10.39,-9.267,-10.15,-10.44,-6.62,1.644,5,5A14,-10.15
82,ligand_4848,-10.39,-9.267,-10.15,-10.44,-6.62,1.644,5,5IF1,-6.62
82,ligand_4848,-10.39,-9.267,-10.15,-10.44,-6.62,1.644,5,1W98,-8.71
83,ligand_5790,-11.26,-9.265,-8.786,-11.3,-8.47,1.163,5,1VYW,-11.3
83,ligand_5790,-11.26,-9.265,-8.786,-11.3,-8.47,1.163,5,7RWF,-8.64
83,ligand_5790,-11.26,-9.265,-8.786,-11.3,-8.47,1.163,5,5A14,-8.79
83,ligand_5790,-11.26,-9.265,-8.786,-11.3,-8.47,1.163,5,5IF1,-8.47
83,ligand_5790,-11.26,-9.265,-8.786,-11.3,-8.47,1.163,5,1W98,-9.13
84,ligand_1354,-10.07,-9.257,-10.1,-11.01,-6.95,1.741,5,1VYW,-10.1
84,ligand_1354,-10.07,-9.257,-10.1,-11.01,-6.95,1.741,5,7RWF,-11.01
84,ligand_1354,-10.07,-9.257,-10.1,-11.01,-6.95,1.741,5,5A14,-10.33
84,ligand_1354,-10.07,-9.257,-10.1,-11.01,-6.95,1.741,5,5IF1,-6.95
84,ligand_1354,-10.07,-9.257,-10.1,-11.01,-6.95,1.741,5,1W98,-7.9
85,ligand_4032,-10.13,-9.251,-10.16,-11.04,-6.41,2.059,5,1VYW,-10.16
85,ligand_4032,-10.13,-9.251,-10.16,-11.04,-6.41,2.059,5,7RWF,-11.04
85,ligand_4032,-10.13,-9.251,-10.16,-11.04,-6.41,2.059,5,5A14,-10.88
85,ligand_4032,-10.13,-9.251,-10.16,-11.04,-6.41,2.059,5,5IF1,-6.41
85,ligand_4032,-10.13,-9.251,-10.16,-11.04,-6.41,2.059,5,1W98,-7.77
86,ligand_4034,-10.89,-9.251,-9.559,-10.88,-7.56,1.294,5,1VYW,-10.88
86,ligand_4034,-10.89,-9.251,-9.559,-10.88,-7.56,1.294,5,7RWF,-9.56
86,ligand_4034,-10.89,-9.251,-9.559,-10.88,-7.56,1.294,5,5A14,-9.86
86,ligand_4034,-10.89,-9.251,-9.559,-10.88,-7.56,1.294,5,5IF1,-7.56
86,ligand_4034,-10.89,-9.251,-9.559,-10.88,-7.56,1.294,5,1W98,-8.4
87,ligand_7214,-10.05,-9.248,-10.11,-11.01,-6.91,1.754,5,1VYW,-10.11
87,ligand_7214,-10.05,-9.248,-10.11,-11.01,-6.91,1.754,5,7RWF,-11.01
87,ligand_7214,-10.05,-9.248,-10.11,-11.01,-6.91,1.754,5,5A14,-10.32
87,ligand_7214,-10.05,-9.248,-10.11,-11.01,-6.91,1.754,5,5IF1,-6.91
87,ligand_7214,-10.05,-9.248,-10.11,-11.01,-6.91,1.754,5,1W98,-7.89
88,ligand_2639,-10.65,-9.245,-10.17,-10.58,-7.16,1.518,5,1VYW,-10.21
88,ligand_2639,-10.65,-9.245,-10.17,-10.58,-7.16,1.518,5,7RWF,-10.17
88,ligand_2639,-10.65,-9.245,-10.17,-10.58,-7.16,1.518,5,5A14,-10.58
88,ligand_2639,-10.65,-9.245,-10.17,-10.58,-7.16,1.518,5,5IF1,-7.16
88,ligand_2639,-10.65,-9.245,-10.17,-10.58,-7.16,1.518,5,1W98,-8.1
89,ligand_7179,-10.55,-9.241,-9.51,-10.63,-7.88,1.221,5,1VYW,-10.63
89,ligand_7179,-10.55,-9.241,-9.51,-10.63,-7.88,1.221,5,7RWF,-10.11
89,ligand_7179,-10.55,-9.241,-9.51,-10.63,-7.88,1.221,5,5A14,-9.51
89,ligand_7179,-10.55,-9.241,-9.51,-10.63,-7.88,1.221,5,5IF1,-7.88
89,ligand_7179,-10.55,-9.241,-9.51,-10.63,-7.88,1.221,5,1W98,-8.07
90,ligand_1099,-10.47,-9.238,-10.34,-10.5,-7.12,1.658,5,1VYW,-10.5
90,ligand_1099,-10.47,-9.238,-10.34,-10.5,-7.12,1.658,5,7RWF,-10.47
90,ligand_1099,-10.47,-9.238,-10.34,-10.5,-7.12,1.658,5,5A14,-10.34
90,ligand_1099,-10.47,-9.238,-10.34,-10.5,-7.12,1.658,5,5IF1,-7.12
90,ligand_1099,-10.47,-9.238,-10.34,-10.5,-7.12,1.658,5,1W98,-7.75
91,ligand_217,-10.17,-9.227,-9.909,-10.6,-7.21,1.439,5,1VYW,-10.17
91,ligand_217,-10.17,-9.227,-9.909,-10.6,-7.21,1.439,5,7RWF,-10.6
91,ligand_217,-10.17,-9.227,-9.909,-10.6,-7.21,1.439,5,5A14,-9.91
91,ligand_217,-10.17,-9.227,-9.909,-10.6,-7.21,1.439,5,5IF1,-7.21
91,ligand_217,-10.17,-9.227,-9.909,-10.6,-7.21,1.439,5,1W98,-8.25
92,ligand_1172,-10.03,-9.225,-9.762,-10.66,-6.96,1.444,5,1VYW,-10.02
92,ligand_1172,-10.03,-9.225,-9.762,-10.66,-6.96,1.444,5,7RWF,-10.66
92,ligand_1172,-10.03,-9.225,-9.762,-10.66,-6.96,1.444,5,5A14,-9.76
92,ligand_1172,-10.03,-9.225,-9.762,-10.66,-6.96,1.444,5,5IF1,-6.96
92,ligand_1172,-10.03,-9.225,-9.762,-10.66,-6.96,1.444,5,1W98,-8.72
93,ligand_2227,-10.13,-9.225,-9.958,-10.59,-6.99,1.495,5,1VYW,-10.17
93,ligand_2227,-10.13,-9.225,-9.958,-10.59,-6.99,1.495,5,7RWF,-10.59
93,ligand_2227,-10.13,-9.225,-9.958,-10.59,-6.99,1.495,5,5A14,-9.96
93,ligand_2227,-10.13,-9.225,-9.958,-10.59,-6.99,1.495,5,5IF1,-6.99
93,ligand_2227,-10.13,-9.225,-9.958,-10.59,-6.99,1.495,5,1W98,-8.42
94,ligand_5716,-10.33,-9.22,-9.993,-10.44,-7.03,1.503,5,1VYW,-10.44
94,ligand_5716,-10.33,-9.22,-9.993,-10.44,-7.03,1.503,5,7RWF,-9.99
94,ligand_5716,-10.33,-9.22,-9.993,-10.44,-7.03,1.503,5,5A14,-10.35
94,ligand_5716,-10.33,-9.22,-9.993,-10.44,-7.03,1.503,5,5IF1,-7.03
94,ligand_5716,-10.33,-9.22,-9.993,-10.44,-7.03,1.503,5,1W98,-8.29
95,ligand_3349,-10.67,-9.209,-10.17,-10.52,-7.17,1.523,5,1VYW,-10.2
95,ligand_3349,-10.67,-9.209,-10.17,-10.52,-7.17,1.523,5,7RWF,-10.17
95,ligand_3349,-10.67,-9.209,-10.17,-10.52,-7.17,1.523,5,5A14,-10.52
95,ligand_3349,-10.67,-9.209,-10.17,-10.52,-7.17,1.523,5,5IF1,-7.17
95,ligand_3349,-10.67,-9.209,-10.17,-10.52,-7.17,1.523,5,1W98,-7.99
96,ligand_7064,-10.05,-9.201,-9.245,-10.08,-8.26,0.691,5,1VYW,-10.08
96,ligand_7064,-10.05,-9.201,-9.245,-10.08,-8.26,0.691,5,7RWF,-9.56
96,ligand_7064,-10.05,-9.201,-9.245,-10.08,-8.26,0.691,5,5A14,-9.24
96,ligand_7064,-10.05,-9.201,-9.245,-10.08,-8.26,0.691,5,5IF1,-8.26
96,ligand_7064,-10.05,-9.201,-9.245,-10.08,-8.26,0.691,5,1W98,-8.86
97,ligand_2838,-10.23,-9.199,-10.19,-10.55,-7.22,1.548,5,1VYW,-10.2
97,ligand_2838,-10.23,-9.199,-10.19,-10.55,-7.22,1.548,5,7RWF,-10.19
97,ligand_2838,-10.23,-9.199,-10.19,-10.55,-7.22,1.548,5,5A14,-10.55
97,ligand_2838,-10.23,-9.199,-10.19,-10.55,-7.22,1.548,5,5IF1,-7.22
97,ligand_2838,-10.23,-9.199,-10.19,-10.55,-7.22,1.548,5,1W98,-7.83
98,ligand_1412,-10.1,-9.195,-10.02,-10.1,-6.84,1.407,5,1VYW,-10.09
98,ligand_1412,-10.1,-9.195,-10.02,-10.1,-6.84,1.407,5,7RWF,-10.02
98,ligand_1412,-10.1,-9.195,-10.02,-10.1,-6.84,1.407,5,5A14,-10.1
98,ligand_1412,-10.1,-9.195,-10.02,-10.1,-6.84,1.407,5,5IF1,-6.84
98,ligand_1412,-10.1,-9.195,-10.02,-10.1,-6.84,1.407,5,1W98,-8.93
99,ligand_5710,-10.1,-9.195,-9.847,-10.49,-7.36,1.371,5,1VYW,-9.85
99,ligand_5710,-10.1,-9.195,-9.847,-10.49,-7.36,1.371,5,7RWF,-10.49
99,ligand_5710,-10.1,-9.195,-9.847,-10.49,-7.36,1.371,5,5A14,-10.15
99,ligand_5710,-10.1,-9.195,-9.847,-10.49,-7.36,1.371,5,5IF1,-7.36
99,ligand_5710,-10.1,-9.195,-9.847,-10.49,-7.36,1.371,5,1W98,-8.13
100,ligand_1858,-10.06,-9.194,-10.2,-10.54,-6.89,1.604,5,1VYW,-10.21
100,ligand_1858,-10.06,-9.194,-10.2,-10.54,-6.89,1.604,5,7RWF,-10.2
100,ligand_1858,-10.06,-9.194,-10.2,-10.54,-6.89,1.604,5,5A14,-10.54
100,ligand_1858,-10.06,-9.194,-10.2,-10.54,-6.89,1.604,5,5IF1,-6.89
100,ligand_1858,-10.06,-9.194,-10.2,-10.54,-6.89,1.604,5,1W98,-8.13
101,ligand_2448,-10.44,-9.191,-9.637,-10.57,-7.6,1.371,5,1VYW,-10.27
101,ligand_2448,-10.44,-9.191,-9.637,-10.57,-7.6,1.371,5,7RWF,-9.64
101,ligand_2448,-10.44,-9.191,-9.637,-10.57,-7.6,1.371,5,5A14,-10.57
101,ligand_2448,-10.44,-9.191,-9.637,-10.57,-7.6,1.371,5,5IF1,-7.6
101,ligand_2448,-10.44,-9.191,-9.637,-10.57,-7.6,1.371,5,1W98,-7.88
102,ligand_7122,-10.09,-9.191,-10.02,-10.1,-6.83,1.406,5,1VYW,-10.1
102,ligand_7122,-10.09,-9.191,-10.02,-10.1,-6.83,1.406,5,7RWF,-10.02
102,ligand_7122,-10.09,-9.191,-10.02,-10.1,-6.83,1.406,5,5A14,-10.07
102,ligand_7122,-10.09,-9.191,-10.02,-10.1,-6.83,1.406,5,5IF1,-6.83
102,ligand_7122,-10.09,-9.191,-10.02,-10.1,-6.83,1.406,5,1W98,-8.93
103,ligand_1574,-10.1,-9.185,-10.02,-10.08,-6.82,1.407,5,1VYW,-10.07
103,ligand_1574,-10.1,-9.185,-10.02,-10.08,-6.82,1.407,5,7RWF,-10.02
103,ligand_1574,-10.1,-9.185,-10.02,-10.08,-6.82,1.407,5,5A14,-10.08
103,ligand_1574,-10.1,-9.185,-10.02,-10.08,-6.82,1.407,5,5IF1,-6.82
103,ligand_1574,-10.1,-9.185,-10.02,-10.08,-6.82,1.407,5,1W98,-8.93
104,ligand_3959,-10.87,-9.183,-8.357,-11.42,-7.38,1.851,5,1VYW,-10.91
104,ligand_3959,-10.87,-9.183,-8.357,-11.42,-7.38,1.851,5,7RWF,-11.42
104,ligand_3959,-10.87,-9.183,-8.357,-11.42,-7.38,1.851,5,5A14,-7.85
104,ligand_3959,-10.87,-9.183,-8.357,-11.42,-7.38,1.851,5,5IF1,-7.38
104,ligand_3959,-10.87,-9.183,-8.357,-11.42,-7.38,1.851,5,1W98,-8.36
105,ligand_2323,-10.43,-9.175,-10.4,-10.76,-6.28,1.96,5,1VYW,-10.44
105,ligand_2323,-10.43,-9.175,-10.4,-10.76,-6.28,1.96,5,7RWF,-10.4
105,ligand_2323,-10.43,-9.175,-10.4,-10.76,-6.28,1.96,5,5A14,-10.76
105,ligand_2323,-10.43,-9.175,-10.4,-10.76,-6.28,1.96,5,5IF1,-6.28
105,ligand_2323,-10.43,-9.175,-10.4,-10.76,-6.28,1.96,5,1W98,-7.99
106,ligand_4627,-10.06,-9.173,-10.04,-10.63,-7.12,1.515,5,1VYW,-10.04
106,ligand_4627,-10.06,-9.173,-10.04,-10.63,-7.12,1.515,5,7RWF,-10.63
106,ligand_4627,-10.06,-9.173,-10.04,-10.63,-7.12,1.515,5,5A14,-10.05
106,ligand_4627,-10.06,-9.173,-10.04,-10.63,-7.12,1.515,5,5IF1,-7.12
106,ligand_4627,-10.06,-9.173,-10.04,-10.63,-7.12,1.515,5,1W98,-8.03
107,ligand_4639,-10.32,-9.17,-9.96,-10.69,-7.16,1.525,5,1VYW,-9.96
107,ligand_4639,-10.32,-9.17,-9.96,-10.69,-7.16,1.525,5,7RWF,-10.69
107,ligand_4639,-10.32,-9.17,-9.96,-10.69,-7.16,1.525,5,5A14,-10.09
107,ligand_4639,-10.32,-9.17,-9.96,-10.69,-7.16,1.525,5,5IF1,-7.16
107,ligand_4639,-10.32,-9.17,-9.96,-10.69,-7.16,1.525,5,1W98,-7.95
108,ligand_1362,-10.01,-9.17,-9.442,-10.71,-6.94,1.51,5,1VYW,-10.28
108,ligand_1362,-10.01,-9.17,-9.442,-10.71,-6.94,1.51,5,7RWF,-9.44
108,ligand_1362,-10.01,-9.17,-9.442,-10.71,-6.94,1.51,5,5A14,-10.71
108,ligand_1362,-10.01,-9.17,-9.442,-10.71,-6.94,1.51,5,5IF1,-6.94
108,ligand_1362,-10.01,-9.17,-9.442,-10.71,-6.94,1.51,5,1W98,-8.47
109,ligand_3512,-10.24,-9.168,-9.997,-10.47,-7.08,1.505,5,1VYW,-10.22
109,ligand_3512,-10.24,-9.168,-9.997,-10.47,-7.08,1.505,5,7RWF,-10
109,ligand_3512,-10.24,-9.168,-9.997,-10.47,-7.08,1.505,5,5A14,-10.47
109,ligand_3512,-10.24,-9.168,-9.997,-10.47,-7.08,1.505,5,5IF1,-7.08
109,ligand_3512,-10.24,-9.168,-9.997,-10.47,-7.08,1.505,5,1W98,-8.08
110,ligand_5848,-10.28,-9.145,-9.752,-10.28,-6.86,1.447,5,1VYW,-10.28
110,ligand_5848,-10.28,-9.145,-9.752,-10.28,-6.86,1.447,5,7RWF,-9.75
110,ligand_5848,-10.28,-9.145,-9.752,-10.28,-6.86,1.447,5,5A14,-10.24
110,ligand_5848,-10.28,-9.145,-9.752,-10.28,-6.86,1.447,5,5IF1,-6.86
110,ligand_5848,-10.28,-9.145,-9.752,-10.28,-6.86,1.447,5,1W98,-8.59
111,ligand_7490,-10.6,-9.128,-8.248,-10.99,-7.71,1.549,5,1VYW,-10.62
