Ligand,Affinity
ligand_1247,-9.539
ligand_1248,-6.615
ligand_1249,-4.496
ligand_1250,-8.59
ligand_1251,-8.952
ligand_1252,-6.755
ligand_1253,-7.999
ligand_1254,-7.278
ligand_1255,-7.099
ligand_1256,-5.949
ligand_1257,-9.535
ligand_1258,-8.871
ligand_1259,-8.482
ligand_1260,-6.256
ligand_1261,-5.721
ligand_1262,-6.119
ligand_1263,-8.406
ligand_1264,-8.756
ligand_1265,-5.781
ligand_1266,-5.983
ligand_1267,-7.996
ligand_1268,-8.94
ligand_1269,-10.62
ligand_1270,-8.647
ligand_1271,-8.029
ligand_1272,-6.224
ligand_1273,-7.26
ligand_1274,-5.895
ligand_1275,-6.07
ligand_1276,-6.556
ligand_1277,-4.425
ligand_1278,-6.203
ligand_1279,-8.584
ligand_1280,-9.727
ligand_1281,-6.182
ligand_1282,-6.5
ligand_1283,-7.477
ligand_1284,-7.669
ligand_1285,-8.873
ligand_1286,-5.913
ligand_1287,-8.651
ligand_1288,-8.53
ligand_1289,-7.621
ligand_1290,-9.042
ligand_1291,-6.114
ligand_1292,-5.741
ligand_1293,-8.073
ligand_1294,-7.618
ligand_1295,-7.705
ligand_1296,-6.435
ligand_1297,-6.598
ligand_1298,-9.771
ligand_1299,-6.029
ligand_1300,-9.366
ligand_1301,-7.478
ligand_1302,-5.713
ligand_1303,-6.415
ligand_1304,-7.186
ligand_1305,-7.473
ligand_1306,-6.266
ligand_1307,-6.162
ligand_1308,-6.125
ligand_1309,-6.177
ligand_1310,-7.627
ligand_1311,-5.993
ligand_1312,-5.829
ligand_1313,-8.849
ligand_1314,-8.45
ligand_1315,-6.702
ligand_1316,-5.258
ligand_1317,-5.786
ligand_1318,-3.443
ligand_1319,-8.482
ligand_1320,-3.82
ligand_1321,-6.444
ligand_1322,-3.249
ligand_1323,-5.749
ligand_1324,-3.76
ligand_1325,-5.69
ligand_1326,-9.082
ligand_1327,-9.056
ligand_1328,-4.176
ligand_1329,-8.846
ligand_1330,-7.369
ligand_1331,-6.629
ligand_1332,-6.351
ligand_1333,-5.038
ligand_1334,-3.993
ligand_1335,-4.758
ligand_1336,-8.36
ligand_1337,-9.302
ligand_1338,-4.446
ligand_1339,-6.44
ligand_1340,-6.61
ligand_1341,-6.572
ligand_1342,-8.002
ligand_1343,-9.026
ligand_1344,-8.016
ligand_1345,-7.213
ligand_1346,-7.329
ligand_1347,-6.648
ligand_1348,-8.526
ligand_1349,-6.878
ligand_1350,-8.305
ligand_1351,-6.254
ligand_1352,-6.77
ligand_1353,-6.026
ligand_1354,-10.07
ligand_1355,-9.742
ligand_1356,-7.904
ligand_1357,-6.936
ligand_1358,-7.989
ligand_1359,-10.1
ligand_1360,-5.767
ligand_1361,-8.535
ligand_1362,-10.01
ligand_1363,-5.948
ligand_1364,-10.03
ligand_1365,-7.369
ligand_1366,-9.234
ligand_1367,-7.228
ligand_1368,-5.798
ligand_1369,-7.162
ligand_1370,-7.204
ligand_1371,-4.91
ligand_1372,-5.929
ligand_1373,-7.879
ligand_1374,-5.687
ligand_1375,-7.663
ligand_1376,-6.757
ligand_1377,-6.622
ligand_1378,-5.786
ligand_1379,-6.535
ligand_1380,-8.063
ligand_1381,-6.875
ligand_1382,-9.084
ligand_1383,-5.585
ligand_1384,-4.316
ligand_1385,-4.109
ligand_1386,-6.153
ligand_1387,-6.876
ligand_1388,-6.242
ligand_1389,-7.95
ligand_1390,-8.048
ligand_1391,-5.875
ligand_1392,-6.142
ligand_1393,-5.624
ligand_1394,-6.379
ligand_1395,-9.34
ligand_1396,-6.019
ligand_1397,-6.397
ligand_1398,-8.252
ligand_1399,-4.117
ligand_1400,-8.123
ligand_1401,-6.543
ligand_1402,-7.707
ligand_1403,-6.234
ligand_1404,-6.749
ligand_1405,-3.542
ligand_1406,-7.722
ligand_1407,-7.826
ligand_1408,-6.322
ligand_1409,-5.778
ligand_1410,-6.096
ligand_1411,-4.255
ligand_1412,-10.1
ligand_1413,-6.209
ligand_1414,-7.028
ligand_1415,-9.457
ligand_1416,-9.362
ligand_1417,-6.934
ligand_1418,-7.951
ligand_1419,-6.936
ligand_1420,-7.299
ligand_1421,-6.989
ligand_1422,-8.915
ligand_1423,-9.779
ligand_1424,-6.822
ligand_1425,-7.249
ligand_1426,-4.817
ligand_1427,-6.734
ligand_1428,-6.544
ligand_1429,-7.251
ligand_1430,-4.074
ligand_1431,-9.59
ligand_1432,-6.489
ligand_1433,-7.982
ligand_1434,-6.044
ligand_1435,-6.776
ligand_1436,-7.036
ligand_1437,-8.651
ligand_1438,-6.759
ligand_1439,-5.69
ligand_1440,-6.827
ligand_1441,-8.958
ligand_1442,-8.566
ligand_1443,-6.133
ligand_1444,-9.49
ligand_1445,-6.864
ligand_1446,-5.902
ligand_1447,-6.654
ligand_1448,-8.812
ligand_1449,-6.099
ligand_1450,-6.319
ligand_1451,-6.742
ligand_1452,-5.299
ligand_1453,-6.479
ligand_1454,-4.071
ligand_1455,-5.579
ligand_1456,-8.111
ligand_1457,-7.055
ligand_1458,-7.779
ligand_1459,-8.8
ligand_1460,-7.383
ligand_1461,-7.039
ligand_1462,-9.644
ligand_1463,-7.305
ligand_1464,-8.693
ligand_1465,-6.512
ligand_1466,-5.226
ligand_1467,-8.377
ligand_1468,-8.128
ligand_1469,-4.213
ligand_1470,-6.394
ligand_1471,-6.466
ligand_1472,-5.248
ligand_1473,-6.765
ligand_1474,-7.975
ligand_1475,-6.698
ligand_1476,-6.876
ligand_1477,-6.553
ligand_1478,-8.713
ligand_1479,-7.339
ligand_1480,-6.836
ligand_1481,-8.451
ligand_1482,-8.739
ligand_1483,-8.416
ligand_1484,-7.715
ligand_1485,-7.385
ligand_1486,-6.515
ligand_1487,-8.257
ligand_1488,-9.179
ligand_1489,-9.01
ligand_1490,-8.427
ligand_1491,-8.28
ligand_1492,-7.202
ligand_1493,-3.319
ligand_1494,-7.004
ligand_1495,-8.583
ligand_1496,-6.725
ligand_1497,-6.505
ligand_1498,-6.122
ligand_1499,-6.217
ligand_1500,-5.247
ligand_1501,-5.294
ligand_1502,-8.811
ligand_1503,-9.492
ligand_1504,-3.028
ligand_1505,-9.334
ligand_1506,-9.588
ligand_1507,-7.263
ligand_1508,-5.517
ligand_1509,-11.81
ligand_1510,-4.234
ligand_1511,-5.447
ligand_1512,-6.195
ligand_1513,-7.98
ligand_1514,-8.367
ligand_1515,-5.984
ligand_1516,-5.739
ligand_1517,-5.755
ligand_1518,-8.031
ligand_1519,-4.395
ligand_1520,-7.203
ligand_1521,-4.912
ligand_1522,-7.879
ligand_1523,-4.745
ligand_1524,-7.647
ligand_1525,-6.141
ligand_1526,-7.841
ligand_1527,-3.054
ligand_1528,-8.514
ligand_1529,-5.784
ligand_1530,-8.567
ligand_1531,-9.791
ligand_1532,-5.158
ligand_1533,-8.834
ligand_1534,-6.371
ligand_1535,-6.656
ligand_1536,-8.761
ligand_1537,-7.078
ligand_1538,-8.529
ligand_1539,-7.803
ligand_1540,-6.546
ligand_1541,-7.78
ligand_1542,-10.51
ligand_1543,-7.481
ligand_1544,-7.008
ligand_1545,-9.504
ligand_1546,-7.669
ligand_1547,-6.334
ligand_1548,-8.446
ligand_1549,-8.577
ligand_1550,-8.622
ligand_1551,-6.999
ligand_1552,-8.998
ligand_1553,-7.496
ligand_1554,-8.686
ligand_1555,-6.284
ligand_1556,-6.63
ligand_1557,-9.434
ligand_1558,-7.593
ligand_1559,-8.054
ligand_1560,-8.539
ligand_1561,-9.469
ligand_1562,-5.15
ligand_1563,-5.539
ligand_1564,-5.577
ligand_1565,-5.83
ligand_1566,-8.123
ligand_1567,-9.427
ligand_1568,-6.859
ligand_1569,-6.871
ligand_1570,-6.112
ligand_1571,-8.778
ligand_1572,-8.641
ligand_1573,-8.388
ligand_1574,-10.1
ligand_1575,-7.146
ligand_1576,-7.36
ligand_1577,-8.174
ligand_1578,-5.715
ligand_1579,-4.024
ligand_1580,-8.12
ligand_1581,-5.234
ligand_1582,-5.522
ligand_1583,-4.043
ligand_1584,-7.043
ligand_1585,-6.179
ligand_1586,-8.343
ligand_1587,-6.505
ligand_1588,-4.188
ligand_1589,-6.717
ligand_1590,-7.377
ligand_1591,-7.187
ligand_1592,-6.162
ligand_1593,-6.422
ligand_1594,-6.591
ligand_1595,-9.424
ligand_1596,-7.822
ligand_1597,-9.423
ligand_1598,-7.488
ligand_1599,-4.095
ligand_1600,-6.973
ligand_1601,-9.404
ligand_1602,-7.552
ligand_1603,-8.514
ligand_1604,-9.354
ligand_1605,-8.579
ligand_1606,-8.907
ligand_1607,-10.15
ligand_1608,-7.58
ligand_1609,-7.172
ligand_1610,-6.139
ligand_1611,-7.434
ligand_1612,-7.191
ligand_1613,-8.065
ligand_1614,-8.254
ligand_1615,-9.161
ligand_1616,-7.738
ligand_1617,-8.709
ligand_1618,-9.813
ligand_1619,-6.402
ligand_1620,-7.293
ligand_1621,-9.178
ligand_1622,-6.742
ligand_1623,-3.69
ligand_1624,-9.43
ligand_1625,-3.596
ligand_1626,-6.755
ligand_1627,-5.582
ligand_1628,-5.689
ligand_1629,-6.969
ligand_1630,-8.264
ligand_1631,-6.986
ligand_1632,-6.379
ligand_1633,-6.186
ligand_1634,-6.068
ligand_1635,-5.975
ligand_1636,-8.673
ligand_1637,-11.34
ligand_1638,-6.826
ligand_1639,-7.447
ligand_1640,-6.065
ligand_1641,-5.801
ligand_1642,-7.09
ligand_1643,-5.834
ligand_1644,-7.228
ligand_1645,-6.352
ligand_1646,-7.761
ligand_1647,-6.97
ligand_1648,-5.357
ligand_1649,-6.29
ligand_1650,-5.943
ligand_1651,-7.244
ligand_1652,-9.035
ligand_1653,-7.054
ligand_1654,-8.571
ligand_1655,-6.054
ligand_1656,-3.392
ligand_1657,-8.754
ligand_1658,-9.527
ligand_1659,-7.392
ligand_1660,-6.295
ligand_1661,-3.831
ligand_1662,-6.764
ligand_1663,-8.855
ligand_1664,-7.265
ligand_1665,-7.674
ligand_1666,-7.195
ligand_1667,-6.066
ligand_1668,-6.819
ligand_1669,-9.494
ligand_1670,-7.98
ligand_1671,-7.32
ligand_1672,-9.111
ligand_1673,-5.388
ligand_1674,-3.672
ligand_1675,-7.525
ligand_1676,-6.874
ligand_1677,-6.704
ligand_1678,-6.245
ligand_1679,-7.927
ligand_1680,-7.028
ligand_1681,-8.317
ligand_1682,-5.819
ligand_1683,-6.889
ligand_1684,-4.795
ligand_1685,-7.572
ligand_1686,-5.778
ligand_1687,-4.546
ligand_1688,-7.544
ligand_1689,-9.211
ligand_1690,-6.728
ligand_1691,-6.922
ligand_1692,-7.525
ligand_1693,-5.806
ligand_1694,-1.752
ligand_1695,-6.994
ligand_1696,-4.173
ligand_1697,-6.036
ligand_1698,-6.01
ligand_1699,-6.006
ligand_1700,-8.521
ligand_1701,-6.358
ligand_1702,-6.935
ligand_1703,-6.62
ligand_1704,-7.784
ligand_1705,-9.021
ligand_1706,-6.559
ligand_1707,-6.816
ligand_1708,-7.869
ligand_1709,-7.276
ligand_1710,-10.42
ligand_1711,-6.488
ligand_1712,-8.054
ligand_1713,-6.981
ligand_1714,-5.935
ligand_1715,-8.828
ligand_1716,-9.176
ligand_1717,-5.66
ligand_1718,-7.816
ligand_1719,-7.555
ligand_1720,-3.527
ligand_1721,-4.994
ligand_1722,-6.206
ligand_1723,-6.431
ligand_1724,-8.784
ligand_1725,-6.436
ligand_1726,-5.468
ligand_1727,-8.657
ligand_1728,-7.933
ligand_1729,-6.874
ligand_1730,-8.584
ligand_1731,-8.063
ligand_1732,-8.833
ligand_1733,-6.827
ligand_1734,-5.621
ligand_1735,-10.16
ligand_1736,-8.169
ligand_1737,-8.876
ligand_1738,-9.523
ligand_1739,-6.898
ligand_1740,-6.253
ligand_1741,-7.042
ligand_1742,-6.107
ligand_1743,-6.267
ligand_1744,-5.963
ligand_1745,-9.236
ligand_1746,-5.697
ligand_1747,-5.818
ligand_1748,-6.115
ligand_1749,-6.019
ligand_1750,-7.098
ligand_1751,-7.06
ligand_1752,-7.062
ligand_1753,-7.658
ligand_1754,-5.71
ligand_1755,-8.546
ligand_1756,-6.322
ligand_1757,-8.76
ligand_1758,-7.68
ligand_1759,-7.283
ligand_1760,-6.944
ligand_1761,-8.724
ligand_1762,-6.932
ligand_1763,-10.43
ligand_1764,-6.963
ligand_1765,-9.625
ligand_1766,-7.636
ligand_1767,-6.686
ligand_1768,-7.526
ligand_1769,-6.307
ligand_1770,-8.84
ligand_1771,-9.049
ligand_1772,-8.245
ligand_1773,-5.692
ligand_1774,-7.213
ligand_1775,-6.227
ligand_1776,-7.762
ligand_1777,-5.923
ligand_1778,-5.506
ligand_1779,-6.167
ligand_1780,-6.142
ligand_1781,-5.932
ligand_1782,-7.19
ligand_1783,-5.361
ligand_1784,-9.103
ligand_1785,-7.097
ligand_1786,-4.819
ligand_1787,-8.303
ligand_1788,-9.615
ligand_1789,-6.183
ligand_1790,-6.395
ligand_1791,-7.457
ligand_1792,-7.236
ligand_1793,-9.757
ligand_1794,-6.142
ligand_1795,-6.504
ligand_1796,-6.445
ligand_1797,-7.672
ligand_1798,-7.51
ligand_1799,-7.327
ligand_1800,-7.686
ligand_1801,-5.971
ligand_1802,-6.428
ligand_1803,-7.709
ligand_1804,-7.422
ligand_1805,-8.538
ligand_1806,-6.078
ligand_1807,-6.383
ligand_1808,-10.24
ligand_1809,-5.886
ligand_1810,-6.15
ligand_1811,-10.57
ligand_1812,-3.224
ligand_1813,-6.739
ligand_1814,-8.606
ligand_1815,-8.652
ligand_1816,-9.055
ligand_1817,-7.273
ligand_1818,-6.787
ligand_1819,-8.079
ligand_1820,-8.407
ligand_1821,-7.185
ligand_1822,-6.579
ligand_1823,-5.222
ligand_1824,-8.349
ligand_1825,-5.748
ligand_1826,-3.08
ligand_1827,-6.283
ligand_1828,-6.14
ligand_1829,-8.995
ligand_1830,-5.461
ligand_1831,-6.528
ligand_1832,-3.814
ligand_1833,-5.184
ligand_1834,-6.899
ligand_1835,-7.437
ligand_1836,-4.948
ligand_1837,-6.317
ligand_1838,-6.149
ligand_1839,-5.85
ligand_1840,-7.222
ligand_1841,-5.679
ligand_1842,-6.263
ligand_1843,-10.38
ligand_1844,-6.97
ligand_1845,-8.604
ligand_1846,-7.243
ligand_1847,-9.034
ligand_1848,-6.171
ligand_1849,-7.517
ligand_1850,-7.767
ligand_1851,-7.528
ligand_1852,-9.831
ligand_1853,-8.259
ligand_1854,-7.59
ligand_1855,-6.806
ligand_1856,-6.387
ligand_1857,-5.716
ligand_1858,-10.06
ligand_1859,-3.633
ligand_1860,-8.368
ligand_1861,-9.871
ligand_1862,-6.738
ligand_1863,-5.276
ligand_1864,-6.905
ligand_1865,-9.095
ligand_1866,-6.275
ligand_1867,-9.417
ligand_1868,-11.5
ligand_1869,-10.12
ligand_1870,-8.612
ligand_1871,-8.58
ligand_1872,-8.074
ligand_1873,-9.807
ligand_1874,-6.965
ligand_1875,-9.687
ligand_1876,-10.35
ligand_1877,-6.832
ligand_1878,-4.965
ligand_1879,-5.488
ligand_1880,-6.232
ligand_1881,-6.8
ligand_1882,-3.658
ligand_1883,-7.707
ligand_1884,-4.798
ligand_1885,-5.996
ligand_1886,-9.314
ligand_1887,-8.506
ligand_1888,-7.249
ligand_1889,-5.803
ligand_1890,-6.147
ligand_1891,-6.258
ligand_1892,-7.108
ligand_1893,-3.807
ligand_1894,-7.485
ligand_1895,-4.083
ligand_1896,-6.16
ligand_1897,-8.157
ligand_1898,-8.619
ligand_1899,-10.62
ligand_1900,-8.186
ligand_1901,-8.419
ligand_1902,-6.566
ligand_1903,-4.204
ligand_1904,-7.294
ligand_1905,-5.781
ligand_1906,-6.596
ligand_1907,-4.877
ligand_1908,-9.118
ligand_1909,-8.867
ligand_1910,-6.239
ligand_1911,-9.122
ligand_1912,-8.647
ligand_1913,-7.826
ligand_1914,-6.601
ligand_1915,-8.697
ligand_1916,-6.845
ligand_1917,-8.115
ligand_1918,-7.248
ligand_1919,-9.615
ligand_1920,-8.974
ligand_1921,-6.627
ligand_1922,-7.704
ligand_1923,-9.151
ligand_1924,-7.191
ligand_1925,-6.419
ligand_1926,-6.928
ligand_1927,-9.707
ligand_1928,-9.401
ligand_1929,-7.831
ligand_1930,-10.91
ligand_1931,-3.696
ligand_1932,-7.017
ligand_1933,-5.835
ligand_1934,-5.831
ligand_1935,-6.174
ligand_1936,-8.379
ligand_1937,-8.408
ligand_1938,-8.129
ligand_1939,-5.522
ligand_1940,-7.717
ligand_1941,-5.351
ligand_1942,-7.727
ligand_1943,-8.722
ligand_1944,-7.59
ligand_1945,-8.558
ligand_1946,-6.039
ligand_1947,-8.719
ligand_1948,-6.821
ligand_1949,-5.607
ligand_1950,-8.197
ligand_1951,-6.65
ligand_1952,-6.199
ligand_1953,-7.318
ligand_1954,-8.521
ligand_1955,-8.586
ligand_1956,-8.248
ligand_1957,-8.58
ligand_1958,-7.521
ligand_1959,-8.672
ligand_1960,-6.305
ligand_1961,-9.046
ligand_1962,-6.648
ligand_1963,-3.124
ligand_1964,-10.72
ligand_1965,-6.698
ligand_1966,-6.995
ligand_1967,-7.183
ligand_1968,-7.218
ligand_1969,-7.304
ligand_1970,-7.978
ligand_1971,-9.941
ligand_1972,-7.27
ligand_1973,-5.662
ligand_1974,-5.732
ligand_1975,-6.053
ligand_1976,-8.631
ligand_1977,-5.87
ligand_1978,-7.326
ligand_1979,-5.82
ligand_1980,-8.877
ligand_1981,-4.377
ligand_1982,-5.409
ligand_1983,-10.41
ligand_1984,-7.954
ligand_1985,-4.403
ligand_1986,-6.473
ligand_1987,-6.782
ligand_1988,-6.445
ligand_1989,-5.653
ligand_1990,-5.376
ligand_1991,-6.909
ligand_1992,-6.826
ligand_1993,-6.817
ligand_1994,-9.761
ligand_1995,-8.776
ligand_1996,-7.035
ligand_1997,-8.304
ligand_1998,-8.246
ligand_1999,-5.216
ligand_2000,-6.506
ligand_2001,-9.511
ligand_2002,-10.27
ligand_2003,-7.321
ligand_2004,-8.696
ligand_2005,-7.321
ligand_2006,-8.768
ligand_2007,-8.537
ligand_2008,-7.523
ligand_2009,-4.569
ligand_2010,-7.86
ligand_2011,-9.439
ligand_2012,-10.07
ligand_2013,-6.206
ligand_2014,-7.589
ligand_2015,-5.094
ligand_2016,-8.741
ligand_2017,-9.172
ligand_2018,-8.212
ligand_2019,-8.323
ligand_2020,-7.744
ligand_2021,-6.124
ligand_2022,-6.851
ligand_2023,-8.392
ligand_2024,-4.741
ligand_2025,-7.38
ligand_2026,-6.797
ligand_2027,-9.99
ligand_2028,-5.86
ligand_2029,-5.562
ligand_2030,-6.102
ligand_2031,-5.956
ligand_2032,-8.647
ligand_2033,-7.386
ligand_2034,-6.368
ligand_2035,-8.357
ligand_2036,-6.934
ligand_2037,-5.981
ligand_2038,-7.412
ligand_2039,-4.991
ligand_2040,-3.732
ligand_2041,-7.114
ligand_2042,-9.412
ligand_2043,-6.93
ligand_2044,-7.7
ligand_2045,-7.087
ligand_2046,-9.569
ligand_2047,-7.35
ligand_2048,-10.92
ligand_2049,-7.211
ligand_2050,-6.167
ligand_2051,-3.453
ligand_2052,-6.806
ligand_2053,-6.911
ligand_2054,-6.502
ligand_2055,-5.674
ligand_2056,-5.806
ligand_2057,-7.08
ligand_2058,-5.927
ligand_2059,-6.976
ligand_2060,-9.222
ligand_2061,-6.479
ligand_2062,-8.63
ligand_2063,-6.267
ligand_2064,-8.624
ligand_2065,-7.253
ligand_2066,-7.132
ligand_2067,-5.696
ligand_2068,-5.291
ligand_2069,-6.055
ligand_2070,-8.678
ligand_2071,-6.175
ligand_2072,-6.55
ligand_2073,-6.073
ligand_2074,-9.416
ligand_2075,-7.577
ligand_2076,-6.247
ligand_2077,-9.002
ligand_2078,-6.222
ligand_2079,-8.143
ligand_2080,-9.385
ligand_2081,-6.356
ligand_2082,-6.77
ligand_2083,-6.494
ligand_2084,-8.42
ligand_2085,-5.423
ligand_2086,-8.613
ligand_2087,-5.571
ligand_2088,-7.066
ligand_2089,-6.353
ligand_2090,-7.152
ligand_2091,-6.554
ligand_2092,-6.321
ligand_2093,-5.773
ligand_2094,-6.177
ligand_2095,-6.375
ligand_2096,-6.199
ligand_2097,-6.6
ligand_2098,-6.341
ligand_2099,-6.454
ligand_2100,-7.458
ligand_2101,-8.296
ligand_2102,-7.504
ligand_2103,-7.113
ligand_2104,-7.554
ligand_2105,-5.932
ligand_2106,-4.188
ligand_2107,-8.921
ligand_2108,-6.286
ligand_2109,-4.382
ligand_2110,-9.043
ligand_2111,-6.568
ligand_2112,-7.802
ligand_2113,-6.502
ligand_2114,-6.602
ligand_2115,-9.848
ligand_2116,-8.07
ligand_2117,-4.21
ligand_2118,-5.843
ligand_2119,-9.661
ligand_2120,-5.355
ligand_2121,-5.486
ligand_2122,-6.351
ligand_2123,-8.034
ligand_2124,-6.878
ligand_2125,-3.301
ligand_2126,-11.92
ligand_2127,-6.112
ligand_2128,-7.948
ligand_2129,-6.268
ligand_2130,-6.79
ligand_2131,-6.802
ligand_2132,-4.835
ligand_2133,-9.649
ligand_2134,-5.928
ligand_2135,-9.25
ligand_2136,-6.134
ligand_2137,-8.835
ligand_2138,-4.404
ligand_2139,-6.77
ligand_2140,-5.537
ligand_2141,-5.971
ligand_2142,-8.502
ligand_2143,-6.017
ligand_2144,-5.019
ligand_2145,-6.441
ligand_2146,-6.301
ligand_2147,-7.947
ligand_2148,-9.388
ligand_2149,-6.861
ligand_2150,-8.133
ligand_2151,-9.341
ligand_2152,-7.233
ligand_2153,-5.535
ligand_2154,-7.226
ligand_2155,-7.644
ligand_2156,-7.408
ligand_2157,-6.818
ligand_2158,-5.344
ligand_2159,-6.146
ligand_2160,-7.937
ligand_2161,-5.61
ligand_2162,-7.855
ligand_2163,-4.051
ligand_2164,-8.293
ligand_2165,-8.397
ligand_2166,-8.642
ligand_2167,-6.643
ligand_2168,-7.442
ligand_2169,-9.057
ligand_2170,-5.708
ligand_2171,-5.119
ligand_2172,-6.195
ligand_2173,-9.283
ligand_2174,-9.273
ligand_2175,-4.61
ligand_2176,-5.978
ligand_2177,-6.889
ligand_2178,-4.326
ligand_2179,-6.916
ligand_2180,-8.979
ligand_2181,-7.43
ligand_2182,-6.473
ligand_2183,-6.78
ligand_2184,-8.215
ligand_2185,-5.682
ligand_2186,-8.288
ligand_2187,-7.92
ligand_2188,-8.621
ligand_2189,-7.428
ligand_2190,-5.953
ligand_2191,-5.173
ligand_2192,-8.635
ligand_2193,-8.959
ligand_2194,-8.253
ligand_2195,-8.476
ligand_2196,-9.739
ligand_2197,-8.051
ligand_2198,-5.584
ligand_2199,-8.628
ligand_2200,-8.54
ligand_2201,-9.317
ligand_2202,-7.333
ligand_2203,-8.568
ligand_2204,-9.25
ligand_2205,-7.933
ligand_2206,-6.535
ligand_2207,-8.224
ligand_2208,-8.222
ligand_2209,-5.298
ligand_2210,-7.089
ligand_2211,-5.87
ligand_2212,-6.075
ligand_2213,-8.229
ligand_2214,-9.642
ligand_2215,-5.29
ligand_2216,-6.366
ligand_2217,-7.314
ligand_2218,-5.133
ligand_2219,-7.994
ligand_2220,-1.678
ligand_2221,-9.298
ligand_2222,-6.29
ligand_2223,-7.57
ligand_2224,-8.163
ligand_2225,-8.274
ligand_2226,-8.802
ligand_2227,-10.13
ligand_2228,-5.954
ligand_2229,-6.063
ligand_2230,-6.428
ligand_2231,-8.164
ligand_2232,-8.895
ligand_2233,-2.746
ligand_2234,-6.518
ligand_2235,-9.247
ligand_2236,-4.739
ligand_2237,-7.03
ligand_2238,-5.467
ligand_2239,-6.752
ligand_2240,-8.408
ligand_2241,-5.478
ligand_2242,-6.162
ligand_2243,-8.101
ligand_2244,-5.715
ligand_2245,-5.174
ligand_2246,-6.428
ligand_2247,-6.444
ligand_2248,-7.449
ligand_2249,-10.13
ligand_2250,-7.575
ligand_2251,-5.499
ligand_2252,-6.597
ligand_2253,-8.747
ligand_2254,-5.653
ligand_2255,-6.144
ligand_2256,-8.094
ligand_2257,-4.707
ligand_2258,-8.674
ligand_2259,-7.313
ligand_2260,-8.369
ligand_2261,-5.316
ligand_2262,-6.653
ligand_2263,-4.945
ligand_2264,-7.938
ligand_2265,-4.138
ligand_2266,-8.694
ligand_2267,-4.379
ligand_2268,-7.933
ligand_2269,-8.737
ligand_2270,-9.426
ligand_2271,-8.602
ligand_2272,-5.97
ligand_2273,-9.151
ligand_2274,-7.437
ligand_2275,-7.566
ligand_2276,-6.339
ligand_2277,-6.81
ligand_2278,-8.098
ligand_2279,-6.395
ligand_2280,-6.75
ligand_2281,-6.03
ligand_2282,-8.631
ligand_2283,-5.097
ligand_2284,-3.572
ligand_2285,-7.486
ligand_2286,-7.191
ligand_2287,-8.173
ligand_2288,-6.178
ligand_2289,-6.204
ligand_2290,-5.414
ligand_2291,-2.755
ligand_2292,-6.474
ligand_2293,-4.868
ligand_2294,-7.253
ligand_2295,-6.841
ligand_2296,-7.227
ligand_2297,-7.196
ligand_2298,-8.889
ligand_2299,-6.596
ligand_2300,-5.366
ligand_2301,-7.764
ligand_2302,-7.552
ligand_2303,-7.778
ligand_2304,-7.898
ligand_2305,-7.317
ligand_2306,-6.842
ligand_2307,-6.142
ligand_2308,-5.934
ligand_2309,-7.824
ligand_2310,-7.246
ligand_2311,-6.407
ligand_2312,-7.837
ligand_2313,-6.282
ligand_2314,-4
ligand_2315,-5.795
ligand_2316,-6.075
ligand_2317,-6.304
ligand_2318,-6.462
ligand_2319,-9.221
ligand_2320,-7.897
ligand_2321,-8.853
ligand_2322,-5.67
ligand_2323,-10.43
ligand_2324,-9.08
ligand_2325,-8.005
ligand_2326,-9.133
ligand_2327,-7.926
ligand_2328,-6.692
ligand_2329,-6.836
ligand_2330,-3.688
ligand_2331,-4.539
ligand_2332,-10.31
ligand_2333,-5.953
ligand_2334,-3.68
ligand_2335,-6.489
ligand_2336,-6.631
ligand_2337,-8.72
ligand_2338,-8.321
ligand_2339,-6.42
ligand_2340,-6.637
ligand_2341,-6.546
ligand_2342,-10.27
ligand_2343,-8.911
ligand_2344,-4.435
ligand_2345,-6.233
ligand_2346,-6.259
ligand_2347,-9.436
ligand_2348,-7.534
ligand_2349,-7.285
ligand_2350,-6.155
ligand_2351,-9.901
ligand_2352,-7.189
ligand_2353,-8.838
ligand_2354,-5.742
ligand_2355,-6.163
ligand_2356,-9.311
ligand_2357,-4.475
ligand_2358,-3.929
ligand_2359,-8.358
ligand_2360,-9.009
ligand_2361,-6.584
ligand_2362,-9.065
ligand_2363,-5.45
ligand_2364,-4.654
ligand_2365,-6.018
ligand_2366,-4.256
ligand_2367,-6.566
ligand_2368,-10.06
ligand_2369,-6.74
ligand_2370,-5.674
ligand_2371,-9.461
ligand_2372,-7.671
ligand_2373,-8.858
ligand_2374,-7.477
ligand_2375,-6.436
ligand_2376,-8.931
ligand_2377,-6.752
ligand_2378,-7.108
ligand_2379,-3.612
ligand_2380,-4.371
ligand_2381,-6.066
ligand_2382,-9.948
ligand_2383,-6.093
ligand_2384,-9.685
ligand_2385,-8.705
ligand_2386,-5.16
ligand_2387,-7.065
ligand_2388,-5.908
ligand_2389,-7.215
ligand_2390,-7.186
ligand_2391,-8.612
ligand_2392,-6.632
ligand_2393,-9.772
ligand_2394,-8.573
ligand_2395,-8.81
ligand_2396,-5.984
ligand_2397,-7.818
ligand_2398,-10.41
ligand_2399,-5.392
ligand_2400,-6.132
ligand_2401,-9.655
ligand_2402,-6.183
ligand_2403,-6.782
ligand_2404,-8.639
ligand_2405,-4.42
ligand_2406,-6.504
ligand_2407,-6.675
ligand_2408,-7.039
ligand_2409,-6.906
ligand_2410,-7.505
ligand_2411,-5.707
ligand_2412,-4.017
