Ligand,Affinity
ligand_2413,-8.739
ligand_2414,-6.123
ligand_2415,-11.76
ligand_2416,-4.516
ligand_2417,-7.668
ligand_2418,-6.988
ligand_2419,-8.423
ligand_2420,-8.707
ligand_2421,-8.177
ligand_2422,-5.319
ligand_2423,-6.554
ligand_2424,-7.48
ligand_2425,-6.404
ligand_2426,-7.54
ligand_2427,-10.36
ligand_2428,-3.757
ligand_2429,-8.593
ligand_2430,-8.355
ligand_2431,-8.111
ligand_2432,-6.904
ligand_2433,-6.032
ligand_2434,-7.387
ligand_2435,-6.052
ligand_2436,-7.947
ligand_2437,-4.488
ligand_2438,-6.339
ligand_2439,-8.895
ligand_2440,-6.644
ligand_2441,-5.474
ligand_2442,-5.862
ligand_2443,-7.857
ligand_2444,-5.956
ligand_2445,-8.561
ligand_2446,-9.607
ligand_2447,-8.55
ligand_2448,-10.44
ligand_2449,-8.46
ligand_2450,-8.179
ligand_2451,-6.437
ligand_2452,-6.395
ligand_2453,-6.903
ligand_2454,-8.267
ligand_2455,-6.216
ligand_2456,-7.919
ligand_2457,-7.149
ligand_2458,-6.049
ligand_2459,-4.628
ligand_2460,-6.347
ligand_2461,-7.305
ligand_2462,-8.668
ligand_2463,-6.237
ligand_2464,-8.692
ligand_2465,-7.786
ligand_2466,-6.928
ligand_2467,-7.402
ligand_2468,-6.874
ligand_2469,-5.809
ligand_2470,-6.114
ligand_2471,-3.441
ligand_2472,-7.215
ligand_2473,-6.137
ligand_2474,-7.54
ligand_2475,-7.549
ligand_2476,-7.578
ligand_2477,-7.099
ligand_2478,-8.351
ligand_2479,-9.647
ligand_2480,-5.145
ligand_2481,-9.548
ligand_2482,-7.602
ligand_2483,-7.192
ligand_2484,-8.336
ligand_2485,-11.04
ligand_2486,-4.634
ligand_2487,-8.26
ligand_2488,-8.402
ligand_2489,-7.511
ligand_2490,-6.167
ligand_2491,-5.477
ligand_2492,-8.662
ligand_2493,-5.691
ligand_2494,-6.051
ligand_2495,-6.369
ligand_2496,-8.089
ligand_2497,-9.059
ligand_2498,-6.264
ligand_2499,-7.52
ligand_2500,-3.521
ligand_2501,-6.235
ligand_2502,-8.545
ligand_2503,-6.213
ligand_2504,-7.596
ligand_2505,-8.678
ligand_2506,-6.335
ligand_2507,-8.942
ligand_2508,-7.297
ligand_2509,-7.299
ligand_2510,-8.844
ligand_2511,-9.418
ligand_2512,-7.884
ligand_2513,-7.804
ligand_2514,-8.669
ligand_2515,-7.391
ligand_2516,-4.771
ligand_2517,-6.391
ligand_2518,-8.21
ligand_2519,-8.399
ligand_2520,-8.966
ligand_2521,-8.279
ligand_2522,-7.935
ligand_2523,-5.976
ligand_2524,-8.305
ligand_2525,-8.722
ligand_2526,-7.699
ligand_2527,-5.956
ligand_2528,-7.961
ligand_2529,-8.841
ligand_2530,-9.454
ligand_2531,-9.044
ligand_2532,-5.138
ligand_2533,-7.273
ligand_2534,-5.953
ligand_2535,-5.18
ligand_2536,-8.121
ligand_2537,-7.169
ligand_2538,-5.98
ligand_2539,-8.543
ligand_2540,-8.568
ligand_2541,-5.642
ligand_2542,-5.515
ligand_2543,-7.831
ligand_2544,-10.48
ligand_2545,-6.678
ligand_2546,-10.43
ligand_2547,-5.516
ligand_2548,-7.029
ligand_2549,-5.346
ligand_2550,-6.053
ligand_2551,-6.829
ligand_2552,-4.201
ligand_2553,-6.486
ligand_2554,-5.646
ligand_2555,-7.016
ligand_2556,-6.468
ligand_2557,-6.055
ligand_2558,-6.556
ligand_2559,-9.352
ligand_2560,-8.105
ligand_2561,-6.15
ligand_2562,-8.012
ligand_2563,-7.933
ligand_2564,-6.965
ligand_2565,-7.192
ligand_2566,-6.487
ligand_2567,-4.557
ligand_2568,-7.009
ligand_2569,-9.274
ligand_2570,-7.034
ligand_2571,-8.74
ligand_2572,-9.257
ligand_2573,-7.295
ligand_2574,-5.543
ligand_2575,-7.462
ligand_2576,-6.252
ligand_2577,-4.126
ligand_2578,-6.68
ligand_2579,-6.692
ligand_2580,-6.679
ligand_2581,-5.701
ligand_2582,-5.807
ligand_2583,-8.649
ligand_2584,-8.786
ligand_2585,-8.799
ligand_2586,-8.244
ligand_2587,-7.213
ligand_2588,-7.246
ligand_2589,-8.348
ligand_2590,-7.356
ligand_2591,-8.012
ligand_2592,-9.232
ligand_2593,-8.658
ligand_2594,-7.511
ligand_2595,-8.102
ligand_2596,-7.742
ligand_2597,-5.622
ligand_2598,-7.464
ligand_2599,-5.426
ligand_2600,-8.212
ligand_2601,-5.884
ligand_2602,-4.606
ligand_2603,-3.931
ligand_2604,-9.407
ligand_2605,-6.583
ligand_2606,-8.852
ligand_2607,-6.436
ligand_2608,-5.881
ligand_2609,-9.974
ligand_2610,-8.253
ligand_2611,-6.763
ligand_2612,-7.253
ligand_2613,-4.49
ligand_2614,-8.864
ligand_2615,-10.77
ligand_2616,-6.75
ligand_2617,-9.008
ligand_2618,-6.883
ligand_2619,-5.624
ligand_2620,-6.278
ligand_2621,-7.123
ligand_2622,-4.789
ligand_2623,-8.711
ligand_2624,-9.08
ligand_2625,-6.24
ligand_2626,-5.481
ligand_2627,-7.515
ligand_2628,-7.806
ligand_2629,-6.038
ligand_2630,-7.353
ligand_2631,-7.336
ligand_2632,-7.752
ligand_2633,-8.66
ligand_2634,-3.86
ligand_2635,-6.022
ligand_2636,-6.369
ligand_2637,-7.222
ligand_2638,-7.928
ligand_2639,-10.65
ligand_2640,-6.956
ligand_2641,-9.504
ligand_2642,-6.867
ligand_2643,-10.01
ligand_2644,-8.342
ligand_2645,-8.976
ligand_2646,-8.252
ligand_2647,-7.329
ligand_2648,-8.897
ligand_2649,-7.634
ligand_2650,-7.328
ligand_2651,-6.358
ligand_2652,-7.561
ligand_2653,-7.75
ligand_2654,-7.045
ligand_2655,-2.597
ligand_2656,-10.02
ligand_2657,-7.782
ligand_2658,-6.389
ligand_2659,-8.599
ligand_2660,-5.937
ligand_2661,-7.416
ligand_2662,-6.139
ligand_2663,-9.629
ligand_2664,-10.69
ligand_2665,-7.245
ligand_2666,-9.014
ligand_2667,-8.562
ligand_2668,-7.652
ligand_2669,-5.364
ligand_2670,-6.589
ligand_2671,-6.569
ligand_2672,-8.595
ligand_2673,-5.764
ligand_2674,-7.048
ligand_2675,-5.747
ligand_2676,-6.359
ligand_2677,-7.477
ligand_2678,-5.495
ligand_2679,-7.672
ligand_2680,-7.525
ligand_2681,-8.238
ligand_2682,-8.261
ligand_2683,-6.812
ligand_2684,-10.83
ligand_2685,-7.238
ligand_2686,-6.134
ligand_2687,-6.203
ligand_2688,-7.295
ligand_2689,-6.781
ligand_2690,-5.023
ligand_2691,-7.91
ligand_2692,-4.793
ligand_2693,-8.408
ligand_2694,-6.099
ligand_2695,-7.036
ligand_2696,-7.902
ligand_2697,-7.498
ligand_2698,-7.257
ligand_2699,-8.325
ligand_2700,-7.963
ligand_2701,-6.118
ligand_2702,-6.183
ligand_2703,-6.547
ligand_2704,-6.909
ligand_2705,-7.368
ligand_2706,-3.674
ligand_2707,-6.279
ligand_2708,-7.028
ligand_2709,-8.088
ligand_2710,-8.145
ligand_2711,-7.783
ligand_2712,-8.161
ligand_2713,-5.995
ligand_2714,-9.699
ligand_2715,-6.846
ligand_2716,-6.976
ligand_2717,-7.751
ligand_2718,-7.826
ligand_2719,-6.274
ligand_2720,-8.229
ligand_2721,-5.523
ligand_2722,-8.482
ligand_2723,-8.119
ligand_2724,-8.033
ligand_2725,-6.947
ligand_2726,-5.664
ligand_2727,-8.432
ligand_2728,-8.96
ligand_2729,-8.503
ligand_2730,-7.083
ligand_2731,-6.362
ligand_2732,-6.481
ligand_2733,-10.02
ligand_2734,-5.991
ligand_2735,-6.563
ligand_2736,-7.167
ligand_2737,-6.296
ligand_2738,-7.075
ligand_2739,-6.849
ligand_2740,-5.581
ligand_2741,-6.36
ligand_2742,-7.219
ligand_2743,-5.844
ligand_2744,-4.16
ligand_2745,-3.707
ligand_2746,-6.248
ligand_2747,-9.406
ligand_2748,-7.097
ligand_2749,-8.927
ligand_2750,-5.516
ligand_2751,-8.4
ligand_2752,-6.012
ligand_2753,-7.551
ligand_2754,-9.37
ligand_2755,-9.265
ligand_2756,-7.839
ligand_2757,-9.273
ligand_2758,-7.198
ligand_2759,-6.695
ligand_2760,-6.342
ligand_2761,-8.557
ligand_2762,-6.998
ligand_2763,-6.762
ligand_2764,-7.367
ligand_2765,-6.866
ligand_2766,-4.154
ligand_2767,-8.394
ligand_2768,-7.806
ligand_2769,-7.054
ligand_2770,-9.166
ligand_2771,-7.278
ligand_2772,-8.286
ligand_2773,-9.402
ligand_2774,-4.682
ligand_2775,-6.283
ligand_2776,-5.621
ligand_2777,-4.155
ligand_2778,-6.742
ligand_2779,-7.634
ligand_2780,-10.14
ligand_2781,-9.38
ligand_2782,-6.745
ligand_2783,-5.421
ligand_2784,-7.419
ligand_2785,-5.696
ligand_2786,-7.178
ligand_2787,-7.496
ligand_2788,-7.276
ligand_2789,-8.761
ligand_2790,-8.255
ligand_2791,-6.113
ligand_2792,-8.302
ligand_2793,-7.584
ligand_2794,-8.53
ligand_2795,-8.826
ligand_2796,-7.057
ligand_2797,-7.999
ligand_2798,-7.066
ligand_2799,-8.816
ligand_2800,-8.509
ligand_2801,-7.293
ligand_2802,-6.912
ligand_2803,-5.279
ligand_2804,-5.009
ligand_2805,-6.312
ligand_2806,-5.91
ligand_2807,-6.956
ligand_2808,-4.86
ligand_2809,-9.025
ligand_2810,-8.19
ligand_2811,-7.657
ligand_2812,-6.513
ligand_2813,-6.349
ligand_2814,-5.18
ligand_2815,-5.274
ligand_2816,-4.454
ligand_2817,-6.376
ligand_2818,-5.889
ligand_2819,-9.714
ligand_2820,-4.784
ligand_2821,-9.024
ligand_2822,-5.627
ligand_2823,-6.463
ligand_2824,-5.804
ligand_2825,-8.917
ligand_2826,-6.996
ligand_2827,-8.986
ligand_2828,-8.268
ligand_2829,-7.218
ligand_2830,-5.167
ligand_2831,-7.148
ligand_2832,-5.057
ligand_2833,-7.481
ligand_2834,-8.996
ligand_2835,-8.106
ligand_2836,-8.441
ligand_2837,-6.985
ligand_2838,-10.23
ligand_2839,-7.246
ligand_2840,-9.577
ligand_2841,-6.457
ligand_2842,-6.471
ligand_2843,-7.058
ligand_2844,-4.662
ligand_2845,-10.04
ligand_2846,-8.106
ligand_2847,-10.06
ligand_2848,-8.499
ligand_2849,-8.024
ligand_2850,-5.7
ligand_2851,-4.901
ligand_2852,-6.645
ligand_2853,-6.363
ligand_2854,-6.959
ligand_2855,-8.505
ligand_2856,-9.348
ligand_2857,-10.19
ligand_2858,-10.99
ligand_2859,-8.186
ligand_2860,-7.48
ligand_2861,-7.267
ligand_2862,-8.239
ligand_2863,-5.689
ligand_2864,-11.18
ligand_2865,-9.688
ligand_2866,-6.677
ligand_2867,-11
ligand_2868,-4.375
ligand_2869,-6.876
ligand_2870,-8.471
ligand_2871,-7.293
ligand_2872,-7.946
ligand_2873,-6.215
ligand_2874,-6.716
ligand_2875,-6.622
ligand_2876,-9.674
ligand_2877,-8.485
ligand_2878,-1.665
ligand_2879,-6.597
ligand_2880,-8.291
ligand_2881,-6.447
ligand_2882,-6.064
ligand_2883,-6.798
ligand_2884,-6.558
ligand_2885,-3.18
ligand_2886,-7.484
ligand_2887,-5.927
ligand_2888,-5.173
ligand_2889,-6.284
ligand_2890,-5.866
ligand_2891,-6.144
ligand_2892,-5.863
ligand_2893,-8.787
ligand_2894,-4.804
ligand_2895,-6.814
ligand_2896,-6.052
ligand_2897,-8.959
ligand_2898,-8.602
ligand_2899,-7.525
ligand_2900,-7.959
ligand_2901,-8.643
ligand_2902,-5.738
ligand_2903,-5.017
ligand_2904,-6.105
ligand_2905,-8.459
ligand_2906,-4.988
ligand_2907,-6.702
ligand_2908,-7.148
ligand_2909,-9.587
ligand_2910,-7.852
ligand_2911,-7.626
ligand_2912,-8.543
ligand_2913,-6.477
ligand_2914,-6.145
ligand_2915,-7.022
ligand_2916,-6.638
ligand_2917,-8.689
ligand_2918,-6.38
ligand_2919,-6.996
ligand_2920,-8.181
ligand_2921,-6.503
ligand_2922,-6.628
ligand_2923,-5.858
ligand_2924,-10.25
ligand_2925,-6.132
ligand_2926,-9.154
ligand_2927,-6.382
ligand_2928,-5.969
ligand_2929,-7.383
ligand_2930,-7.079
ligand_2931,-6.93
ligand_2932,-9.087
ligand_2933,-6.453
ligand_2934,-6.577
ligand_2935,-7.055
ligand_2936,-5.62
ligand_2937,-6.05
ligand_2938,-9.429
ligand_2939,-6.735
ligand_2940,-6.096
ligand_2941,-8.07
ligand_2942,-8.396
ligand_2943,-7.042
ligand_2944,-7.038
ligand_2945,-5.486
ligand_2946,-5.903
ligand_2947,-7.931
ligand_2948,-4.428
ligand_2949,-6.379
ligand_2950,-6.49
ligand_2951,-6.877
ligand_2952,-5.658
ligand_2953,-8.458
ligand_2954,-7.372
ligand_2955,-7.678
ligand_2956,-7.125
ligand_2957,-6.533
ligand_2958,-8.819
ligand_2959,-8.345
ligand_2960,-3.342
ligand_2961,-9.018
ligand_2962,-9.273
ligand_2963,-8.013
ligand_2964,-6.458
ligand_2965,-7.825
ligand_2966,-6.289
ligand_2967,-6.451
ligand_2968,-6.731
ligand_2969,-6.308
ligand_2970,-8.906
ligand_2971,-4.989
ligand_2972,-6.036
ligand_2973,-7.731
ligand_2974,-6.131
ligand_2975,-5.089
ligand_2976,-4.179
ligand_2977,-6.999
ligand_2978,-8.527
ligand_2979,-8.867
ligand_2980,-7.805
ligand_2981,-7.197
ligand_2982,-6.835
ligand_2983,-5.918
ligand_2984,-8.673
ligand_2985,-5.094
ligand_2986,-6.734
ligand_2987,-5.739
ligand_2988,-4.156
ligand_2989,-6.454
ligand_2990,-8.633
ligand_2991,-9.803
ligand_2992,-7.422
ligand_2993,-8.462
ligand_2994,-8.507
ligand_2995,-9.717
ligand_2996,-7.575
ligand_2997,-5.516
ligand_2998,-8.343
ligand_2999,-3.998
ligand_3000,-7.167
ligand_3001,-8.354
ligand_3002,-9.773
ligand_3003,-8.238
ligand_3004,-5.592
ligand_3005,-9.119
ligand_3006,-7.722
ligand_3007,-3.033
ligand_3008,-6.34
ligand_3009,-6.298
ligand_3010,-8.608
ligand_3011,-10.32
ligand_3012,-7.544
ligand_3013,-5.3
ligand_3014,-6.677
ligand_3015,-6.739
ligand_3016,-6.456
ligand_3017,-6.264
ligand_3018,-7.388
ligand_3019,-9.327
ligand_3020,-4.786
ligand_3021,-4.774
ligand_3022,-10.17
ligand_3023,-6.456
ligand_3024,-8.34
ligand_3025,-9.59
ligand_3026,-8.027
ligand_3027,-8.356
ligand_3028,-6.022
ligand_3029,-7.809
ligand_3030,-7.261
ligand_3031,-6.799
ligand_3032,-5.228
ligand_3033,-7.93
ligand_3034,-5.844
ligand_3035,-9.11
ligand_3036,-6.728
ligand_3037,-9.584
ligand_3038,-9.549
ligand_3039,-6.368
ligand_3040,-3.519
ligand_3041,-6.188
ligand_3042,-6.275
ligand_3043,-7.936
ligand_3044,-6.453
ligand_3045,-10.2
ligand_3046,-9.106
ligand_3047,-6.578
ligand_3048,-8.569
ligand_3049,-7.453
ligand_3050,-5.963
ligand_3051,-3.95
ligand_3052,-6.273
ligand_3053,-8.899
ligand_3054,-8.248
ligand_3055,-9.196
ligand_3056,-8.408
ligand_3057,-6.759
ligand_3058,-9.026
ligand_3059,-6.449
ligand_3060,-6.44
ligand_3061,-8.032
ligand_3062,-3.577
ligand_3063,-7.493
ligand_3064,-4.681
ligand_3065,-5.942
ligand_3066,-7.861
ligand_3067,-8.693
ligand_3068,-8.979
ligand_3069,-5.93
ligand_3070,-6.756
ligand_3071,-6.079
ligand_3072,-5.353
ligand_3073,-7.771
ligand_3074,-5.317
ligand_3075,-7.534
ligand_3076,-6.966
ligand_3077,-7.242
ligand_3078,-9.3
ligand_3079,-7.914
ligand_3080,-5.737
ligand_3081,-7.71
ligand_3082,-9.453
ligand_3083,-6.867
ligand_3084,-5.765
ligand_3085,-6.721
ligand_3086,-8.549
ligand_3087,-4.309
ligand_3088,-7.06
ligand_3089,-7.769
ligand_3090,-5.885
ligand_3091,-3.047
ligand_3092,-8.788
ligand_3093,-4.494
ligand_3094,-8.39
ligand_3095,-6.934
ligand_3096,-7.7
ligand_3097,-9.306
ligand_3098,-5.727
ligand_3099,-6.835
ligand_3100,-4.262
ligand_3101,-5.481
ligand_3102,-6.12
ligand_3103,-6.894
ligand_3104,-6.879
ligand_3105,-7.102
ligand_3106,-6.723
ligand_3107,-9.545
ligand_3108,-7.789
ligand_3109,-7.143
ligand_3110,-6.291
ligand_3111,-7.031
ligand_3112,-7.238
ligand_3113,-7.391
ligand_3114,-6.382
ligand_3115,-6.4
ligand_3116,-6.158
ligand_3117,-8.797
ligand_3118,-5.886
ligand_3119,-8.855
ligand_3120,-8.583
ligand_3121,-6.092
ligand_3122,-6.433
ligand_3123,-8.078
ligand_3124,-8.766
ligand_3125,-5.242
ligand_3126,-7.308
ligand_3127,-9.905
ligand_3128,-6.813
ligand_3129,-8.289
ligand_3130,-5.373
ligand_3131,-6.527
ligand_3132,-7.141
ligand_3133,-8.474
ligand_3134,-10.7
ligand_3135,-8.144
ligand_3136,-9.263
ligand_3137,-7.254
ligand_3138,-7.271
ligand_3139,-6.236
ligand_3140,-5.846
ligand_3141,-7.507
ligand_3142,-7.26
ligand_3143,-8.318
ligand_3144,-7.621
ligand_3145,-9.463
ligand_3146,-7.604
ligand_3147,-8.042
ligand_3148,-8.757
ligand_3149,-4.45
ligand_3150,-4.51
ligand_3151,-5.332
ligand_3152,-8.51
ligand_3153,-8.811
ligand_3154,-5.499
ligand_3155,-10.77
ligand_3156,-10.04
ligand_3157,-8.732
ligand_3158,-4.045
ligand_3159,-6.519
ligand_3160,-6.018
ligand_3161,-7.159
ligand_3162,-8.957
ligand_3163,-7.762
ligand_3164,-6.211
ligand_3165,-5.942
ligand_3166,-6.133
ligand_3167,-8.248
ligand_3168,-7.521
ligand_3169,-10.65
ligand_3170,-5.916
ligand_3171,-5.991
ligand_3172,-8.977
ligand_3173,-6.028
ligand_3174,-8.482
ligand_3175,-7.409
ligand_3176,-8.764
ligand_3177,-7.337
ligand_3178,-6.601
ligand_3179,-7.904
ligand_3180,-8.521
ligand_3181,-7.705
ligand_3182,-8.943
ligand_3183,-6.87
ligand_3184,-7.058
ligand_3185,-8.659
ligand_3186,-4.616
ligand_3187,-5.574
ligand_3188,-6.239
ligand_3189,-6.543
ligand_3190,-8.147
ligand_3191,-6.947
ligand_3192,-4.644
ligand_3193,-6.749
ligand_3194,-6.83
ligand_3195,-5.313
ligand_3196,-8.134
ligand_3197,-6.051
ligand_3198,-8.225
ligand_3199,-8.321
ligand_3200,-9.653
ligand_3201,-6.81
ligand_3202,-8.066
ligand_3203,-6.354
ligand_3204,-7.874
ligand_3205,-9.097
ligand_3206,-7.473
ligand_3207,-8.94
ligand_3208,-7.167
ligand_3209,-6.998
ligand_3210,-7.311
ligand_3211,-9.97
ligand_3212,-9.475
ligand_3213,-8.411
ligand_3214,-8.344
ligand_3215,-6.491
ligand_3216,-9.197
ligand_3217,-9.658
ligand_3218,-6.89
ligand_3219,-8.078
ligand_3220,-8.453
ligand_3221,-9.155
ligand_3222,-10.21
ligand_3223,-6.078
ligand_3224,-6.529
ligand_3225,-6.712
ligand_3226,-9.267
ligand_3227,-7.918
ligand_3228,-8.504
ligand_3229,-8.746
ligand_3230,-7.83
ligand_3231,-9.234
ligand_3232,-8.811
ligand_3233,-9.755
ligand_3234,-3.066
ligand_3235,-6.9
ligand_3236,-5.071
ligand_3237,-8.275
ligand_3238,-7.678
ligand_3239,-8.095
ligand_3240,-9.297
ligand_3241,-8.381
ligand_3242,-6.513
ligand_3243,-5.319
ligand_3244,-7.743
ligand_3245,-6.321
ligand_3246,-5.627
ligand_3247,-6.868
ligand_3248,-6.933
ligand_3249,-6.722
ligand_3250,-10.01
ligand_3251,-3.394
ligand_3252,-7.183
ligand_3253,-6.945
ligand_3254,-9.852
ligand_3255,-5.26
ligand_3256,-4.523
ligand_3257,-7.188
ligand_3258,-5.562
ligand_3259,-3.8
ligand_3260,-6.121
ligand_3261,-6.202
ligand_3262,-7.613
ligand_3263,-10.62
ligand_3264,-7.896
ligand_3265,-8.08
ligand_3266,-6.166
ligand_3267,-7.682
ligand_3268,-6.763
ligand_3269,-9.438
ligand_3270,-8.976
ligand_3271,-6.031
ligand_3272,-9.467
ligand_3273,-6.59
ligand_3274,-6.23
ligand_3275,-6.707
ligand_3276,-7.347
ligand_3277,-8.511
ligand_3278,-3.931
ligand_3279,-5.843
ligand_3280,-7.975
ligand_3281,-6.317
ligand_3282,-7.56
ligand_3283,-8.262
ligand_3284,-6.51
ligand_3285,-6.721
ligand_3286,-7.623
ligand_3287,-6.227
ligand_3288,-6.739
ligand_3289,-7.658
ligand_3290,-6.994
ligand_3291,-5.132
ligand_3292,-6.168
ligand_3293,-6.973
ligand_3294,-9.083
ligand_3295,-5.82
ligand_3296,-6.022
ligand_3297,-3.684
ligand_3298,-7.74
ligand_3299,-6.597
ligand_3300,-7.586
ligand_3301,-3.192
ligand_3302,-6.186
ligand_3303,-5.873
ligand_3304,-7.577
ligand_3305,-6.116
ligand_3306,-6.728
ligand_3307,-6.039
ligand_3308,-6.189
ligand_3309,-7.667
ligand_3310,-7.662
ligand_3311,-8.649
ligand_3312,-6.106
ligand_3313,-6.577
ligand_3314,-2.858
ligand_3315,-6.246
ligand_3316,-5.896
ligand_3317,-8.26
ligand_3318,-7.023
ligand_3319,-9.034
ligand_3320,-8.469
ligand_3321,-7.709
ligand_3322,-6.727
ligand_3323,-7.475
ligand_3324,-8.12
ligand_3325,-6.598
ligand_3326,-7.773
ligand_3327,-8.942
ligand_3328,-8.321
ligand_3329,-8.199
ligand_3330,-6.298
ligand_3331,-9.356
ligand_3332,-10.55
ligand_3333,-6.516
ligand_3334,-5.993
ligand_3335,-9.449
ligand_3336,-6.367
ligand_3337,-5.811
ligand_3338,-7.494
ligand_3339,-8.58
ligand_3340,-8.946
ligand_3341,-5.956
ligand_3342,-7.621
ligand_3343,-6.088
ligand_3344,-6.014
ligand_3345,-6.565
ligand_3346,-8.896
ligand_3347,-8.331
ligand_3348,-5.127
ligand_3349,-10.67
ligand_3350,-10.12
ligand_3351,-6.066
ligand_3352,-4.396
ligand_3353,-6.903
ligand_3354,-9.686
ligand_3355,-10.63
ligand_3356,-8.459
ligand_3357,-7.776
ligand_3358,-7.422
ligand_3359,-8.899
ligand_3360,-8.206
ligand_3361,-5.569
ligand_3362,-7.267
ligand_3363,-4.125
ligand_3364,-7.524
ligand_3365,-7.334
ligand_3366,-5.19
ligand_3367,-5.215
ligand_3368,-8.589
ligand_3369,-5.843
ligand_3370,-2.963
ligand_3371,-5.295
ligand_3372,-5.781
ligand_3373,-4.664
ligand_3374,-9.663
ligand_3375,-6.078
ligand_3376,-7.381
ligand_3377,-8.203
ligand_3378,-7.685
ligand_3379,-7.651
ligand_3380,-4.162
ligand_3381,-6.436
ligand_3382,-5.984
ligand_3383,-6.014
ligand_3384,-6.406
ligand_3385,-6.563
ligand_3386,-6.492
ligand_3387,-10.62
ligand_3388,-6.181
ligand_3389,-9.325
ligand_3390,-5.663
ligand_3391,-10.05
ligand_3392,-4.879
ligand_3393,-8.183
ligand_3394,-9.153
ligand_3395,-8.598
ligand_3396,-5.854
ligand_3397,-8.288
ligand_3398,-6.429
ligand_3399,-6.389
ligand_3400,-8.555
ligand_3401,-8.605
ligand_3402,-9.519
ligand_3403,-9.533
ligand_3404,-6.687
ligand_3405,-4.392
ligand_3406,-6.259
ligand_3407,-4.135
ligand_3408,-6.05
ligand_3409,-7.818
ligand_3410,-4.936
ligand_3411,-8.903
ligand_3412,-4.525
ligand_3413,-7.082
ligand_3414,-6.636
ligand_3415,-5.623
ligand_3416,-10.1
ligand_3417,-9.377
ligand_3418,-6.528
ligand_3419,-4.987
ligand_3420,-4.911
ligand_3421,-7.167
ligand_3422,-6.132
ligand_3423,-9.82
ligand_3424,-8.286
ligand_3425,-10.29
ligand_3426,-5.728
ligand_3427,-7.154
ligand_3428,-9.774
ligand_3429,-8.654
ligand_3430,-8.888
ligand_3431,-8.174
ligand_3432,-6.813
ligand_3433,-7.389
ligand_3434,-4.806
ligand_3435,-4.087
ligand_3436,-5.869
ligand_3437,-6.757
ligand_3438,-6.425
ligand_3439,-10.2
ligand_3440,-5.677
ligand_3441,-7.177
ligand_3442,-8.063
ligand_3443,-7.203
ligand_3444,-8.3
ligand_3445,-6.575
ligand_3446,-7.317
ligand_3447,-5.346
ligand_3448,-8.558
ligand_3449,-7.405
ligand_3450,-9.759
ligand_3451,-6.436
ligand_3452,-6.677
ligand_3453,-7.018
ligand_3454,-6.17
ligand_3455,-6.93
ligand_3456,-6.065
ligand_3457,-8.834
ligand_3458,-5.302
ligand_3459,-9.968
ligand_3460,-6.902
ligand_3461,-4.924
ligand_3462,-5.593
ligand_3463,-7.353
ligand_3464,-5.87
ligand_3465,-6.881
ligand_3466,-6.159
ligand_3467,-6.252
ligand_3468,-7.528
ligand_3469,-4.314
ligand_3470,-9.019
ligand_3471,-7.011
ligand_3472,-9.579
ligand_3473,-9.169
ligand_3474,-8.26
ligand_3475,-9.511
ligand_3476,-6.579
ligand_3477,-7.334
ligand_3478,-5.789
ligand_3479,-7.285
ligand_3480,-7.159
ligand_3481,-7.057
ligand_3482,-5.74
ligand_3483,-9.444
ligand_3484,-6.841
ligand_3485,-5.923
ligand_3486,-6.083
ligand_3487,-8.388
ligand_3488,-9.894
ligand_3489,-4.111
ligand_3490,-12.38
ligand_3491,-9.26
ligand_3492,-7.175
ligand_3493,-8.458
ligand_3494,-9.536
ligand_3495,-8.738
ligand_3496,-6.059
ligand_3497,-6.294
ligand_3498,-7
ligand_3499,-5.999
ligand_3500,-5.784
ligand_3501,-7.511
ligand_3502,-8.712
ligand_3503,-6.896
ligand_3504,-6.801
ligand_3505,-8.294
ligand_3506,-7.472
ligand_3507,-6.158
ligand_3508,-7.908
ligand_3509,-8.795
ligand_3510,-10.93
ligand_3511,-7.554
ligand_3512,-10.24
ligand_3513,-9.058
ligand_3514,-3.787
ligand_3515,-7.591
ligand_3516,-8.086
ligand_3517,-8.732
ligand_3518,-6.177
ligand_3519,-9.665
ligand_3520,-5.631
ligand_3521,-8.856
ligand_3522,-8.97
ligand_3523,-10.32
ligand_3524,-6.163
ligand_3525,-7.525
ligand_3526,-7.367
ligand_3527,-6.938
ligand_3528,-6.01
ligand_3529,-7.979
ligand_3530,-6.09
ligand_3531,-4.729
ligand_3532,-4.666
ligand_3533,-6.081
ligand_3534,-8.851
ligand_3535,-6.556
ligand_3536,-8.119
ligand_3537,-6.579
ligand_3538,-3.016
ligand_3539,-7.39
ligand_3540,-10.74
ligand_3541,-8.639
ligand_3542,-7.979
ligand_3543,-6.719
ligand_3544,-8.94
ligand_3545,-7.438
ligand_3546,-7.89
ligand_3547,-4.716
ligand_3548,-8.939
ligand_3549,-5.601
ligand_3550,-7.279
ligand_3551,-8.782
ligand_3552,-5.913
ligand_3553,-6.491
ligand_3554,-10.28
ligand_3555,-5.844
ligand_3556,-6.217
ligand_3557,-7.162
ligand_3558,-6.582
ligand_3559,-8.53
ligand_3560,-6.919
ligand_3561,-5.293
ligand_3562,-8.058
ligand_3563,-5.124
ligand_3564,-8.564
ligand_3565,-4.225
ligand_3566,-7.305
ligand_3567,-4.585
ligand_3568,-4.491
ligand_3569,-6.43
ligand_3570,-3.721
ligand_3571,-6.373
ligand_3572,-7.182
ligand_3573,-8.944
ligand_3574,-5.225
ligand_3575,-7.668
ligand_3576,-5.833
ligand_3577,-3.559
ligand_3578,-8.837
